policy,allow_reserve,rr,ra,expected_total_shed,expected_weighted_shed_cost,expected_critical_shed,critical_served_ratio,secondary_served_ratio,tertiary_served_ratio,worst_scenario_id
priority_with_reserve,True,0.9776769489519685,0.9814682982403482,2.0147071179049223,34.99868462847388,0.060514668019857984,0.9985318854974644,0.964416417351343,0.9562813590590231,187
uniform_with_reserve,True,0.9776769489519685,0.9711683155467223,2.0147071179049223,100.7353558952461,2.0147071179049223,0.9776769489519687,,,187
priority_no_reserve,False,0.8920011802650506,0.9311362727110746,9.747143899692036,131.43517890326828,0.3279852931066447,0.9920429214736786,0.9403334985263465,0.6880908566511451,187
