scenario,expected_fail_lines,probability
S1,1,0.247667
S2,0,0.246
S3,2,0.178333
S4,3,0.142
S5,4,0.082667
S6,5,0.047667
S7,6,0.029667
S8,7,0.016333
S9,9,0.005
S10,8,0.004333
S11,11,0.000333
