scenario,expected_fail_lines,probability
S1,1,0.239667
S2,0,0.226
S3,2,0.18
S4,3,0.144
S5,4,0.093667
S6,5,0.054
S7,6,0.035333
S8,7,0.014333
S9,8,0.008333
S10,9,0.003667
S11,10,0.000667
S12,12,0.000333
