policy,allow_reserve,rr,ra,expected_total_shed,expected_weighted_shed_cost,expected_critical_shed,critical_served_ratio,secondary_served_ratio,tertiary_served_ratio,worst_scenario_id
priority_with_reserve,True,0.2778174307852796,0.30162037586133994,65.17865140805088,2052.348650210951,26.68124805962153,0.3529572603633482,0.2663564009462163,0.13091136748667956,0
uniform_with_reserve,True,0.2778174307852796,0.2584470115783716,65.17865140805088,3258.932570402545,65.17865140805088,0.2778174307852796,,,2
priority_no_reserve,False,0.21736432156716043,0.23169491966302716,70.6346846885898,2324.992948962642,32.13098672915029,0.2207965071948286,0.26614857773036776,0.13091136748667956,0
