timestamp,gen_id,bus,pmax,base_dispatch,reserve,base_plus_reserve
2024-09-01 00:00:00,TH0,0,1.2,0.8756776784250844,0.19764810385955073,1.0733257822846352
2024-09-01 00:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 00:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 00:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 01:00:00,TH0,0,1.2,0.7827260376371323,0.18642497863740293,0.9691510162745353
2024-09-01 01:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 01:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 01:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 02:00:00,TH0,0,1.2,0.677171471025616,0.17557288073083555,0.8527443517564516
2024-09-01 02:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 02:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 02:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 03:00:00,TH0,0,1.2,0.5919680112190686,0.16656422912755803,0.7585322403466266
2024-09-01 03:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 03:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 03:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 04:00:00,TH0,0,1.2,0.5732491281367637,0.15986604785701336,0.7331151759937771
2024-09-01 04:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 04:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 04:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 05:00:00,TH0,0,1.2,0.5524202351518642,0.15515998860173214,0.7075802237535964
2024-09-01 05:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 05:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 05:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 06:00:00,TH0,0,1.2,0.532502579938378,0.15658157997752975,0.6890841599159078
2024-09-01 06:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 06:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 06:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 07:00:00,TH0,0,1.2,0.6169534593064162,0.16573300209255265,0.7826864613989688
2024-09-01 07:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 07:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 07:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 08:00:00,TH0,0,1.2,0.609078686169138,0.16353946058188526,0.7726181467510232
2024-09-01 08:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 08:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 08:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 09:00:00,TH0,0,1.2,0.8041599881522403,0.17191147703410667,0.976071465186347
2024-09-01 09:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 09:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 09:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 10:00:00,TH0,0,1.2,0.8743775308903572,0.18260423227347092,1.056981763163828
2024-09-01 10:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 10:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 10:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 11:00:00,TH0,0,1.2,0.9736311002449096,0.19057641648665594,1.1642075167315655
2024-09-01 11:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 11:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 11:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 12:00:00,TH0,0,1.2,1.0152349555419062,0.18476504445809383,1.2000000000000002
2024-09-01 12:00:00,EMG_DG_1,1,0.18,0.0,0.002792995509258267,0.002792995509258267
2024-09-01 12:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 12:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 13:00:00,TH0,0,1.2,1.0335815608650891,0.16641843913491086,1.2
2024-09-01 13:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 13:00:00,EMG_DG_2,3,0.15,0.0,0.015558575733843671,0.015558575733843671
2024-09-01 13:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 14:00:00,TH0,0,1.2,1.0731266936605737,0.12687330633942628,1.2
2024-09-01 14:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 14:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 14:00:00,EMG_DG_3,4,0.1,0.0,0.05615086908724526,0.05615086908724526
2024-09-01 15:00:00,TH0,0,1.2,1.1226530415969627,0.07734695840303729,1.2
2024-09-01 15:00:00,EMG_DG_1,1,0.18,0.0,0.10762698686531916,0.10762698686531916
2024-09-01 15:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 15:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 16:00:00,TH0,0,1.2,1.1580894675846487,0.041910532415351254,1.2
2024-09-01 16:00:00,EMG_DG_1,1,0.18,0.0,0.14647071651660695,0.14647071651660695
2024-09-01 16:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 16:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 17:00:00,TH0,0,1.2,1.2,0.0,1.2
2024-09-01 17:00:00,EMG_DG_1,1,0.18,0.0,0.18,0.18
2024-09-01 17:00:00,EMG_DG_2,3,0.15,0.01490062316940799,0.018141888253311644,0.033042511422719634
2024-09-01 17:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 18:00:00,TH0,0,1.2,1.2,0.0,1.2
2024-09-01 18:00:00,EMG_DG_1,1,0.18,0.0,0.029068716160180585,0.029068716160180585
2024-09-01 18:00:00,EMG_DG_2,3,0.15,0.0,0.15,0.15
2024-09-01 18:00:00,EMG_DG_3,4,0.1,0.07124286436514815,0.028757135634851855,0.1
2024-09-01 19:00:00,TH0,0,1.2,1.2,0.0,1.2
2024-09-01 19:00:00,EMG_DG_1,1,0.18,0.0,0.03369611683599391,0.03369611683599391
2024-09-01 19:00:00,EMG_DG_2,3,0.15,0.0,0.15,0.15
2024-09-01 19:00:00,EMG_DG_3,4,0.1,0.06648212152261124,0.03351787847738877,0.1
2024-09-01 20:00:00,TH0,0,1.2,1.2,0.0,1.2
2024-09-01 20:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 20:00:00,EMG_DG_2,3,0.15,0.0,0.1192754439706705,0.1192754439706705
2024-09-01 20:00:00,EMG_DG_3,4,0.1,0.008568008296102825,0.09143199170389718,0.1
2024-09-01 21:00:00,TH0,0,1.2,1.1522543984103477,0.04774560158965224,1.2
2024-09-01 21:00:00,EMG_DG_1,1,0.18,0.0,0.05746386788738722,0.05746386788738722
2024-09-01 21:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 21:00:00,EMG_DG_3,4,0.1,0.0,0.1,0.1
2024-09-01 22:00:00,TH0,0,1.2,1.0613554923784871,0.1386445076215128,1.2
2024-09-01 22:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 22:00:00,EMG_DG_2,3,0.15,0.0,0.06024225243328529,0.06024225243328529
2024-09-01 22:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-01 23:00:00,TH0,0,1.2,0.9537923099562404,0.18524504601881267,1.139037355975053
2024-09-01 23:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-01 23:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
2024-09-01 23:00:00,EMG_DG_3,4,0.1,0.0,0.0,0.0
2024-09-02 00:00:00,TH0,0,1.2,0.9103823102053503,0.1881866429411473,1.0985689531464975
2024-09-02 00:00:00,EMG_DG_1,1,0.18,0.0,0.0,0.0
2024-09-02 00:00:00,EMG_DG_2,3,0.15,0.0,0.0,0.0
