scenario_id,timestamp,load_bus,priority_weight,demand,served,shed,policy
0,2024-09-01 00:00:00,1,1.0,0.15001200863713335,0.0,0.15001200863713335,priority_with_reserve
0,2024-09-01 00:00:00,3,1.0,0.19778329995749175,0.013869687594589702,0.18391361236290205,priority_with_reserve
0,2024-09-01 00:00:00,4,1.0,0.13342493350699827,0.013869687594589702,0.11955524591240857,priority_with_reserve
0,2024-09-01 00:00:00,5,1.0,0.1208070737330347,0.020804531391884554,0.10000254234115015,priority_with_reserve
0,2024-09-01 00:00:00,6,0.5,0.15002099422367607,0.020804531391884554,0.1292164628317915,priority_with_reserve
0,2024-09-01 00:00:00,7,0.5,0.07939695042353953,0.01560471386344722,0.06379223656009231,priority_with_reserve
0,2024-09-01 00:00:00,8,0.5,0.11054218988069382,0.020804531391884554,0.08973765848880927,priority_with_reserve
0,2024-09-01 00:00:00,9,0.5,0.10223897236542845,0.020804531391884554,0.0814344409735439,priority_with_reserve
0,2024-09-01 00:00:00,10,0.2,0.053300132247726215,0.027739375189179405,0.02556075705854681,priority_with_reserve
0,2024-09-01 00:00:00,11,0.2,0.024425422093677377,0.006934843797294851,0.017490578296382526,priority_with_reserve
0,2024-09-01 00:00:00,12,0.2,0.07377484415054972,0.0,0.07377484415054972,priority_with_reserve
0,2024-09-01 00:00:00,13,0.2,0.013223102294982315,0.0,0.013223102294982315,priority_with_reserve
0,2024-09-01 00:00:00,14,0.2,0.10870410221540672,0.0,0.10870410221540672,priority_with_reserve
0,2024-09-01 01:00:00,1,1.0,0.14149382138977765,0.0,0.14149382138977765,priority_with_reserve
0,2024-09-01 01:00:00,3,1.0,0.18655249784542138,0.019390046672613282,0.1671624511728081,priority_with_reserve
0,2024-09-01 01:00:00,4,1.0,0.1258486162681045,0.019390046672613282,0.10645856959549123,priority_with_reserve
0,2024-09-01 01:00:00,5,1.0,0.11394724108222139,0.029085070008919925,0.08486217107330146,priority_with_reserve
0,2024-09-01 01:00:00,6,0.5,0.14150229674444365,0.029085070008919925,0.11241722673552372,priority_with_reserve
0,2024-09-01 01:00:00,7,0.5,0.07488852408673416,0.013116038407387069,0.061772485679347094,priority_with_reserve
0,2024-09-01 01:00:00,8,0.5,0.10426523191785368,0.029085070008919925,0.07518016190893376,priority_with_reserve
0,2024-09-01 01:00:00,9,0.5,0.09643349906700367,0.029085070008919925,0.06734842905808375,priority_with_reserve
0,2024-09-01 01:00:00,10,0.2,0.050273571168251624,0.038780093345226564,0.01149347782302506,priority_with_reserve
0,2024-09-01 01:00:00,11,0.2,0.023038464336895895,0.009695023336306641,0.013343441000589254,priority_with_reserve
0,2024-09-01 01:00:00,12,0.2,0.06958565994904367,0.0,0.06958565994904367,priority_with_reserve
0,2024-09-01 01:00:00,13,0.2,0.012472249997470205,0.0,0.012472249997470205,priority_with_reserve
0,2024-09-01 01:00:00,14,0.2,0.10253151706279835,0.0,0.10253151706279835,priority_with_reserve
0,2024-09-01 02:00:00,1,1.0,0.13325723842691845,0.0,0.13325723842691845,priority_with_reserve
0,2024-09-01 02:00:00,3,1.0,0.17569297684061633,0.05223040792672269,0.12346256891389364,priority_with_reserve
0,2024-09-01 02:00:00,4,1.0,0.11852276586367008,0.05223040792672269,0.06629235793694739,priority_with_reserve
0,2024-09-01 02:00:00,5,1.0,0.10731418887298591,0.07834561189008404,0.028968576982901867,priority_with_reserve
0,2024-09-01 02:00:00,6,0.5,0.13326522041755512,0.07834561189008404,0.054919608527471075,priority_with_reserve
0,2024-09-01 02:00:00,7,0.5,0.0705291426271913,0.0033737626345390205,0.06715537999265228,priority_with_reserve
0,2024-09-01 02:00:00,8,0.5,0.09819578503743179,0.07834561189008404,0.019850173147347744,priority_with_reserve
0,2024-09-01 02:00:00,9,0.5,0.09081994995466366,0.07834561189008404,0.012474338064579621,priority_with_reserve
0,2024-09-01 02:00:00,10,0.2,0.0473470657159335,0.0473470657159335,0.0,priority_with_reserve
0,2024-09-01 02:00:00,11,0.2,0.021697358266087454,0.021697358266087454,0.0,priority_with_reserve
0,2024-09-01 02:00:00,12,0.2,0.06553496674162271,0.0,0.06553496674162271,priority_with_reserve
0,2024-09-01 02:00:00,13,0.2,0.011746220261127911,0.0,0.011746220261127911,priority_with_reserve
0,2024-09-01 02:00:00,14,0.2,0.09656299251309979,0.0,0.09656299251309979,priority_with_reserve
0,2024-09-01 03:00:00,1,1.0,0.12641980413976678,0.0,0.12641980413976678,priority_with_reserve
0,2024-09-01 03:00:00,3,1.0,0.16667816310109412,0.05396379193435566,0.11271437116673846,priority_with_reserve
0,2024-09-01 03:00:00,4,1.0,0.11244135795899746,0.05396379193435566,0.0584775660246418,priority_with_reserve
0,2024-09-01 03:00:00,5,1.0,0.10180789350652121,0.08094568790153349,0.02086220560498772,priority_with_reserve
0,2024-09-01 03:00:00,6,0.5,0.12642737657414144,0.08094568790153349,0.04548168867260795,priority_with_reserve
0,2024-09-01 03:00:00,7,0.5,0.06691028946967942,0.0028478672329163555,0.06406242223676306,priority_with_reserve
0,2024-09-01 03:00:00,8,0.5,0.09315735534014427,0.08094568790153349,0.012211667438610782,priority_with_reserve
0,2024-09-01 03:00:00,9,0.5,0.08615997465344974,0.08094568790153349,0.00521428675191625,priority_with_reserve
0,2024-09-01 03:00:00,10,0.2,0.044917685861272254,0.044917685861272254,0.0,priority_with_reserve
0,2024-09-01 03:00:00,11,0.2,0.020584065936901742,0.020584065936901742,0.0,priority_with_reserve
0,2024-09-01 03:00:00,12,0.2,0.06217236495055934,0.0,0.06217236495055934,priority_with_reserve
0,2024-09-01 03:00:00,13,0.2,0.011143521224993243,0.0,0.011143521224993243,priority_with_reserve
0,2024-09-01 03:00:00,14,0.2,0.091608341466199,0.0,0.091608341466199,priority_with_reserve
0,2024-09-01 04:00:00,1,1.0,0.1213359829090605,0.0,0.1213359829090605,priority_with_reserve
0,2024-09-01 04:00:00,3,1.0,0.159975400112064,0.06747092903008801,0.09250447108197597,priority_with_reserve
0,2024-09-01 04:00:00,4,1.0,0.10791966322381646,0.06747092903008801,0.04044873419372845,priority_with_reserve
0,2024-09-01 04:00:00,5,1.0,0.09771381082711982,0.09771381082711982,0.0,priority_with_reserve
0,2024-09-01 04:00:00,6,0.5,0.12134325082704309,0.10120639354513201,0.020136857281911072,priority_with_reserve
