model,total_cost,generation_cost,reserve_cost,startup_shutdown_cost,load_shedding_penalty,EENS,critical_load_supply_rate,priority_index,robustness,rapidity,sustainability,reliability_score,overload_count,max_line_loading,total_demand,solve_success,fallback_relaxation,solver_status,runtime_sec
SCUC,142014.05712598754,841.553166662572,134.6279935908461,99662.0,41375.875965734194,27.256497680556713,0.576281635470477,0.4265295915377916,0.2913974327517945,0.049787068367863944,0.3051557185177236,0.2913974327517945,0,0.23324812976072576,38.46514102595603,True,False,0,0.5068263999964984
Stochastic_UC,132700.2425974184,1660.3962147435109,134.62799359084607,99662.0,31243.218389084122,22.926381908618257,0.811950956368666,0.5989423981170202,0.4039698985336442,0.049787068367863944,0.41209854967440085,0.4039698985336442,0,0.27643015134932364,38.46514102595603,True,False,0,10.315868000001501
Robust_UC,213627.0107948542,1660.3962147435118,134.62799359084607,99662.0,58895.68945031478,38.740572668778384,0.5615970501696634,0.39098528809280375,-0.007160552008284471,0.049787068367863944,0.0,-0.007160552008284471,0,0.40488949752396913,38.46514102595603,True,False,0,8.755164800000784
Contextual_Adaptive,155184.7894580169,835.9631666625723,134.62799359084607,99662.0,54552.19829776346,35.771429466845234,0.5410562570557372,0.37708550545826075,0.0700299410651607,0.049787068367863944,0.06838799651456029,0.0700299410651607,0,0.40488949752396913,38.46514102595603,True,False,contextual_selection,19.59295529999872
