model,total_cost,generation_cost,reserve_cost,startup_shutdown_cost,load_shedding_penalty,EENS,critical_load_supply_rate,priority_index,robustness,rapidity,sustainability,reliability_score,overload_count,max_line_loading,total_demand,solve_success,fallback_relaxation,solver_status,runtime_sec
Contextual_Adaptive,102197.10899215432,2496.742783784315,102.5737094025494,99597.79249896746,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,9.842504043744421e-05,28.492697056263715,True,False,contextual_selection,169.79777349997312
