timestamp,wind_renewables_ninja_wind_electricity,pv_renewables_ninja_pv_electricity,load_load_load_region1,load_load_load_region2,pv_renewables_ninja_pv_irradiance_direct,pv_renewables_ninja_pv_irradiance_diffuse,pv_renewables_ninja_pv_temperature,wind_renewables_ninja_wind_wind_speed,HourOfDay,DayOfYear,Month,Weekday
2024-01-06 00:00:00,0.0351966873706004,0.2793017456359102,0.9547912265333013,0.782657775641576,0.131,0.131,15.82,3.73,0,6,1,5
2024-01-06 01:00:00,0.015527950310559,0.5124688279301745,0.886765630942096,0.7245147305968275,0.299,0.187,19.526,3.08,1,6,1,5
2024-01-06 02:00:00,0.005175983436853,0.6770573566084788,0.8154008521960957,0.675972338764556,0.448,0.217,22.417,2.473,2,6,1,5
2024-01-06 03:00:00,0.0010351966873706,0.7581047381546134,0.7567062006807054,0.6349236813642446,0.523,0.24,24.177,1.997,3,6,1,5
2024-01-06 04:00:00,0.0,0.7780548628428927,0.699808569788789,0.6226185527770625,0.542,0.249,25.321,1.628,4,6,1,5
2024-01-06 05:00:00,0.0,0.724438902743142,0.668093706728387,0.6026221605282507,0.48,0.251,25.906,1.657,5,6,1,5
2024-01-06 06:00:00,0.0020703933747412,0.6022443890274314,0.6486503020356293,0.6485438389722515,0.355,0.24,25.9,2.13,6,6,1,5
2024-01-06 07:00:00,0.0093167701863354,0.4039900249376558,0.654509896483332,0.7641213747635399,0.186,0.207,25.318,2.772,7,6,1,5
2024-01-06 08:00:00,0.031055900621118,0.1408977556109725,0.6200566121693649,0.7818301342511078,0.032,0.116,24.087,3.6,8,6,1,5
2024-01-06 09:00:00,0.1159420289855072,0.0099750623441396,0.6537087336387428,0.848689010696761,0.006,0.021,21.631,5.215,9,6,1,5
2024-01-06 10:00:00,0.2763975155279503,0.0,0.7273702720202033,0.8919228411672234,0.0,0.0,19.674,6.955,10,6,1,5
2024-01-06 11:00:00,0.3592132505175983,0.0,0.7872017977900702,0.9174073993517043,0.0,0.0,18.606,7.645,11,6,1,5
2024-01-06 12:00:00,0.3426501035196688,0.0,0.7796518704476015,0.8870055813092285,0.0,0.0,17.519,7.521,12,6,1,5
2024-01-06 13:00:00,0.3105590062111801,0.0,0.7483060028349299,0.8546819943264512,0.0,0.0,16.687,7.25,13,6,1,5
2024-01-06 14:00:00,0.2877846790890269,0.0,0.7506544649101156,0.8656013835698698,0.0,0.0,16.17,7.059,14,6,1,5
2024-01-06 15:00:00,0.2691511387163561,0.0,0.7506557738110547,0.8919395768571081,0.0,0.0,15.67,6.897,15,6,1,5
2024-01-06 16:00:00,0.2619047619047619,0.0,0.7676532780960315,0.9146136962832673,0.0,0.0,15.201,6.827,16,6,1,5
2024-01-06 17:00:00,0.2691511387163561,0.0,0.8183811637269524,0.9767682252864909,0.0,0.0,14.727,6.894,17,6,1,5
2024-01-06 18:00:00,0.2867494824016564,0.0,0.8721645672721219,1.0336883609759118,0.0,0.0,14.181,7.049,18,6,1,5
2024-01-06 19:00:00,0.2908902691511387,0.0,0.9273333021438054,1.0847086099515708,0.0,0.0,13.71,7.077,19,6,1,5
2024-01-06 20:00:00,0.2784679089026915,0.0,0.886697006578893,1.05264760543037,0.0,0.0,13.344,6.98,20,6,1,5
2024-01-06 21:00:00,0.2546583850931677,0.0,0.874699372212237,0.9948598609736105,0.0,0.0,13.166,6.759,21,6,1,5
2024-01-06 22:00:00,0.2215320910973084,0.0,0.8452996343264374,0.9498424932164746,0.0,0.0,13.137,6.438,22,6,1,5
2024-01-06 23:00:00,0.1739130434782609,0.027431421446384,0.7800356979135128,0.8552312780200886,0.013,0.031,13.519,5.944,23,6,1,5
2024-01-07 00:00:00,0.1045548654244306,0.226932668329177,0.9053306816180385,0.7941509103370565,0.083,0.134,15.451,5.053,0,7,1,6
2024-01-07 01:00:00,0.1459627329192546,0.5024937655860349,0.844980160913099,0.7345758826879674,0.285,0.19,19.002,5.614,1,7,1,6
2024-01-07 02:00:00,0.098343685300207,0.6882793017456359,0.7816672046879809,0.6848379595402698,0.466,0.21,22.055,4.963,2,7,1,6
2024-01-07 03:00:00,0.0434782608695652,0.7593516209476309,0.7295948525776819,0.642778331043728,0.526,0.238,23.857,3.936,3,7,1,6
2024-01-07 04:00:00,0.0144927536231884,0.786783042394015,0.6791167697044092,0.6301701443241161,0.558,0.242,25.04,3.048,4,7,1,6
2024-01-07 05:00:00,0.0031055900621118,0.7418952618453865,0.6509801766456063,0.6096812691292655,0.511,0.24,25.773,2.362,5,7,1,6
2024-01-07 06:00:00,0.0010351966873706,0.6184538653366584,0.6337304990623076,0.6567339343927634,0.383,0.231,25.985,2.044,6,7,1,6
2024-01-07 07:00:00,0.0020703933747412,0.440149625935162,0.6389289772193512,0.7751579836713245,0.233,0.196,25.714,2.171,7,7,1,6
2024-01-07 08:00:00,0.0072463768115942,0.2044887780548628,0.6083629288153496,0.7933028854738855,0.079,0.127,24.768,2.663,8,7,1,6
2024-01-07 09:00:00,0.0403726708074534,0.0174563591022443,0.6382182066156455,0.8618084023767822,0.011,0.023,21.989,3.857,9,7,1,6
2024-01-07 10:00:00,0.10351966873706,0.0,0.7035687876178534,0.9061070221103813,0.0,0.0,20.056,5.028,10,7,1,6
2024-01-07 11:00:00,0.1356107660455486,0.0,0.7566497448574742,0.9322192292188203,0.0,0.0,19.093,5.494,11,7,1,6
2024-01-07 12:00:00,0.134575569358178,0.0,0.7499516477127595,0.9010686565700227,0.0,0.0,18.075,5.46,12,7,1,6
2024-01-07 13:00:00,0.1107660455486542,0.0,0.722142417770388,0.8679489848552127,0.0,0.0,17.112,5.147,13,7,1,6
2024-01-07 14:00:00,0.0786749482401656,0.0,0.7242259115716266,0.8791373036050724,0.0,0.0,16.313,4.63,14,7,1,6
2024-01-07 15:00:00,0.0652173913043478,0.0,0.7242270728466644,0.9061241697393895,0.0,0.0,15.666,4.376,15,7,1,6
2024-01-07 16:00:00,0.0683229813664596,0.0,0.7393068119190652,0.9293567208248936,0.0,0.0,15.162,4.459,16,7,1,6
2024-01-07 17:00:00,0.0817805383022774,0.0,0.7843112587636393,0.9930420293129105,0.0,0.0,14.722,4.694,17,7,1,6
2024-01-07 18:00:00,0.1076604554865424,0.0,0.8320264809884221,1.0513640287572157,0.0,0.0,14.351,5.108,18,7,1,6
2024-01-07 19:00:00,0.124223602484472,0.0,0.8809707326931359,1.1036408352658789,0.0,0.0,14.051,5.343,19,7,1,6
2024-01-07 20:00:00,0.1438923395445134,0.0,0.844919279114302,1.070790212838092,0.0,0.0,13.797,5.578,20,7,1,6
2024-01-07 21:00:00,0.170807453416149,0.0,0.8342752932657739,1.0115792368313976,0.0,0.0,13.615,5.908,21,7,1,6
2024-01-07 22:00:00,0.1821946169772256,0.0,0.8081926184012242,0.9654531539291152,0.0,0.0,13.45,6.032,22,7,1,6
2024-01-07 23:00:00,0.1666666666666666,0.0286783042394014,0.7502921692666066,0.8685117966827054,0.014,0.031,14.067,5.867,23,7,1,6
2024-01-08 00:00:00,0.1159420289855072,0.2281795511221944,0.7335721404094149,0.8062509661698684,0.081,0.138,16.29,5.219,0,8,1,0
2024-01-08 01:00:00,0.0993788819875776,0.4576059850374064,0.6940725059427681,0.7419135783810975,0.221,0.211,18.943,4.977,1,8,1,0
2024-01-08 02:00:00,0.036231884057971,0.6172069825436408,0.6605462063216353,0.7099164451977945,0.343,0.254,21.371,3.752,2,8,1,0
2024-01-08 03:00:00,0.010351966873706,0.7144638403990023,0.635065560602441,0.6593359288606265,0.435,0.274,23.255,2.822,3,8,1,0
2024-01-08 04:00:00,0.0082815734989648,0.7493765586034912,0.60066437787843,0.6264017261062547,0.479,0.276,24.621,2.729,4,8,1,0
2024-01-08 05:00:00,0.0186335403726708,0.6870324189526185,0.5845231258690593,0.6102806626537081,0.406,0.281,25.273,3.203,5,8,1,0
2024-01-08 06:00:00,0.0341614906832298,0.57356608478803,0.5775048566458483,0.6388184844499754,0.303,0.261,25.307,3.693,6,8,1,0
2024-01-08 07:00:00,0.0455486542443064,0.3753117206982543,0.5902623480811098,0.7223508006792023,0.147,0.217,24.734,3.968,7,8,1,0
2024-01-08 08:00:00,0.046583850931677,0.128428927680798,0.6824441844438918,0.779785607452001,0.024,0.113,23.544,4.008,8,8,1,0
2024-01-08 09:00:00,0.056935817805383,0.0049875311720698,0.84118558961103,0.9373111260714809,0.003,0.018,21.464,4.225,9,8,1,0
2024-01-08 10:00:00,0.087991718426501,0.0,0.8904914256265257,1.0225574432025453,0.0,0.0,20.117,4.79,10,8,1,0
2024-01-08 11:00:00,0.1149068322981366,0.0,0.9217133000276356,1.0796210716093146,0.0,0.0,19.504,5.214,11,8,1,0
2024-01-08 12:00:00,0.1149068322981366,0.0,0.846310165291675,1.0256694311231596,0.0,0.0,18.951,5.214,12,8,1,0
2024-01-08 13:00:00,0.0890269151138716,0.0,0.8269976153698135,1.0183636951876933,0.0,0.0,18.431,4.797,13,8,1,0
2024-01-08 14:00:00,0.0610766045548654,0.0,0.9193377031667863,1.0578512854117537,0.0,0.0,17.972,4.307,14,8,1,0
2024-01-08 15:00:00,0.0476190476190476,0.0,0.9390664598356389,1.1032450519351202,0.0,0.0,17.59,4.02,15,8,1,0
2024-01-08 16:00:00,0.0372670807453416,0.0,0.9381413940359181,1.097627183076861,0.0,0.0,17.221,3.777,16,8,1,0
2024-01-08 17:00:00,0.0196687370600414,0.0,0.923701015678654,1.1235109310457752,0.0,0.0,16.836,3.245,17,8,1,0
2024-01-08 18:00:00,0.0072463768115942,0.0,0.8241078797595929,1.0643172268686187,0.0,0.0,16.621,2.676,18,8,1,0
2024-01-08 19:00:00,0.0020703933747412,0.0,0.8263908637790539,1.0140781956889855,0.0,0.0,16.585,2.075,19,8,1,0
2024-01-08 20:00:00,0.0,0.0,0.8374524429861768,1.0856628196377367,0.0,0.0,16.559,1.716,20,8,1,0
2024-01-08 21:00:00,0.0010351966873706,0.0,0.8329963108104942,1.0966784585457623,0.0,0.0,16.241,1.893,21,8,1,0
2024-01-08 22:00:00,0.005175983436853,0.0,0.8245108954258173,1.0956939731019972,0.0,0.0,15.746,2.512,22,8,1,0
2024-01-08 23:00:00,0.0144927536231884,0.027431421446384,0.8026864870126633,1.0102045650366178,0.012,0.032,15.925,3.06,23,8,1,0
2024-01-09 00:00:00,0.0113871635610766,0.2057356608478803,0.7776315403128498,0.8071174646463505,0.055,0.145,17.54,2.889,0,9,1,1
2024-01-09 01:00:00,0.0010351966873706,0.399002493765586,0.7293134968542312,0.7406696358207588,0.136,0.241,19.563,2.043,1,9,1,1
2024-01-09 02:00:00,0.0,0.5386533665835411,0.6883023526938373,0.7076229100384225,0.21,0.306,21.578,1.568,2,9,1,1
2024-01-09 03:00:00,0.0031055900621118,0.5860349127182044,0.657133078181003,0.6553832156204301,0.218,0.352,22.916,2.348,3,9,1,1
