scenario,expected_fail_lines,probability
S1,1,0.237667
S2,0,0.225667
S3,2,0.183333
S4,3,0.129333
S5,4,0.089
S6,5,0.061667
S7,6,0.035333
S8,7,0.018667
S9,8,0.010667
S10,9,0.005333
S11,10,0.003
S12,11,0.000333
