scenario,expected_fail_lines,probability
S1,0,0.247
S2,1,0.241333
S3,2,0.178333
S4,3,0.140667
S5,4,0.084333
S6,5,0.049
S7,6,0.033333
S8,7,0.016
S9,8,0.005333
S10,9,0.004
S11,10,0.000333
S12,11,0.000333
