scenario,expected_fail_lines,probability
S1,0,0.351
S2,1,0.252
S3,2,0.165
S4,3,0.115667
S5,4,0.055333
S6,5,0.039333
S7,6,0.016
S8,7,0.003667
S9,8,0.001333
S10,9,0.000333
S11,10,0.000333
