model,total_cost,generation_cost,reserve_cost,startup_shutdown_cost,load_shedding_penalty,EENS,critical_load_supply_rate,priority_index,robustness,rapidity,sustainability,reliability_score,overload_count,max_line_loading,total_demand,solve_success,fallback_relaxation,solver_status,runtime_sec
SCUC,142014.05712598757,841.5531666625719,134.62799359084596,99662.0,41375.87596573422,27.256497680556727,0.5762816354704761,0.42652959153779096,0.2913974327517942,0.049787068367863944,0.30515571851772305,0.2913974327517942,0,0.207834695712351,38.46514102595603,True,False,0,0.5553293000011763
Stochastic_UC,132700.24259741843,1660.3962147435109,134.62799359084607,99662.0,31243.21838908414,22.926381908618275,0.8119607517389111,0.5989399830561196,0.40396989853364373,0.049787068367863944,0.4120985496744003,0.40396989853364373,0,0.2450254595472768,38.46514102595603,True,False,0,12.35072460000083
Robust_UC,213627.01079485426,1660.3962147435113,134.62799359084607,99662.0,58895.689450314756,38.74057266877837,0.5615970501696635,0.3909852880928039,-0.007160552008284027,0.049787068367863944,0.0,-0.007160552008284027,0,0.3444376642304576,38.46514102595603,True,False,0,7.9439377000016975
Contextual_Adaptive,155184.78945801686,835.963166662572,134.62799359084602,99662.0,54552.19829776346,35.771429466845234,0.541056257055737,0.3770855054582607,0.0700299410651607,0.049787068367863944,0.06838799651456029,0.0700299410651607,0,0.3444376642304576,38.46514102595603,True,False,contextual_selection,20.862708600005135
