scenario,expected_fail_lines,probability
S1,1,0.255667
S2,0,0.242
S3,2,0.190667
S4,3,0.131667
S5,4,0.078667
S6,5,0.05
S7,6,0.027333
S8,7,0.014667
S9,8,0.005
S10,9,0.004
S11,10,0.000333
