scenario,expected_fail_lines,probability
S1,1,0.243667
S2,0,0.238667
S3,2,0.189667
S4,3,0.140667
S5,4,0.081667
S6,5,0.051333
S7,6,0.029667
S8,7,0.015
S9,8,0.005
S10,9,0.002667
S11,10,0.001667
S12,11,0.000333
