run_name,run_dir,status,return_code,skipped,wall_seconds,block,case_id,seed,label_method,model_group,contingency_tensor,metapath_v1_enabled,metapath_attention_mode,metapath_topk,hidden_dim,epochs,lr,weight_decay,train_ratio,risk_weight_alpha,risk_weight_beta,risk_weight_threshold,metapath_gate_reg_lambda,metapath_attention_entropy_reg_lambda,metapath_warmup_epochs,val_mae,val_rmse,val_high_risk_mae,best_val_mse,metapath_gate_mean,epochs_effective,metapath_attention_mode_reported
0001_A_label-c3po_ref_group-A0_baseline_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_planA_smoke4_20260415_20260415_002702\0001_A_label-c3po_ref_group-A0_baseline_seed-42,ok,0,False,13.034111999993911,A,A_label-c3po_ref_group-A0_baseline_seed-42,42,c3po_ref,A0_baseline,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,False,fixed,4,80,20,0.0042,5e-05,0.7,0.0,0.0,0.1,0.0,0.0,0,0.10714750484083638,0.14918819948110426,0.3015513259630937,0.022257115691900253,,20.0,disabled
0002_A_label-c3po_ref_group-A1_metapath_fixed_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_planA_smoke4_20260415_20260415_002702\0002_A_label-c3po_ref_group-A1_metapath_fixed_seed-42,ok,0,False,18.560238300007768,A,A_label-c3po_ref_group-A1_metapath_fixed_seed-42,42,c3po_ref,A1_metapath_fixed,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,True,fixed,4,80,20,0.0042,5e-05,0.7,0.0,0.0,0.1,0.0,0.0,0,0.1058992814554861,0.19776081924069916,0.3571810997449435,0.03910934552550316,0.8549817287259631,20.0,fixed
0003_A_label-c3po_ref_group-A2_metapath_adaptive_global_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_planA_smoke4_20260415_20260415_002702\0003_A_label-c3po_ref_group-A2_metapath_adaptive_global_seed-42,ok,0,False,22.732096899999306,A,A_label-c3po_ref_group-A2_metapath_adaptive_global_seed-42,42,c3po_ref,A2_metapath_adaptive_global,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,True,adaptive_global,4,80,20,0.0042,5e-05,0.7,0.0,0.0,0.1,0.0,0.0,0,0.1059148355725814,0.198000025022811,0.35712019755290103,0.039204008877277374,0.8551767691969872,20.0,adaptive_global
0004_A_label-c3po_ref_group-A3_metapath_adaptive_context_seed-42,C:\Users\yuhan\Desktop\gridagent1\results\early_warning\stage6_planA_smoke4_20260415_20260415_002702\0004_A_label-c3po_ref_group-A3_metapath_adaptive_context_seed-42,ok,0,False,23.488684100011596,A,A_label-c3po_ref_group-A3_metapath_adaptive_context_seed-42,42,c3po_ref,A3_metapath_adaptive_context,C:\Users\yuhan\Desktop\gridagent1\results\spatiotemporal_contingency\formal2024_schloemer72h\contingency_tensor_c3po_ref.npy,True,adaptive_context,4,80,20,0.0042,5e-05,0.7,0.0,0.0,0.1,0.0,0.0,0,0.11741020241470047,0.14211559208806512,0.22215635501421416,0.020196842029690742,0.9654949009418488,20.0,adaptive_context
