label_method,seed,best_val_mse_A0_baseline,best_val_mse_A1_metapath_fixed,best_val_mse_A2_metapath_adaptive_global,best_val_mse_A3_metapath_adaptive_context,val_high_risk_mae_A0_baseline,val_high_risk_mae_A1_metapath_fixed,val_high_risk_mae_A2_metapath_adaptive_global,val_high_risk_mae_A3_metapath_adaptive_context,val_mae_A0_baseline,val_mae_A1_metapath_fixed,val_mae_A2_metapath_adaptive_global,val_mae_A3_metapath_adaptive_context,delta_val_mae_A0_minus_A1_metapath_fixed,delta_best_val_mse_A0_minus_A1_metapath_fixed,delta_hr_mae_A0_minus_A1_metapath_fixed,delta_val_mae_A0_minus_A2_metapath_adaptive_global,delta_best_val_mse_A0_minus_A2_metapath_adaptive_global,delta_hr_mae_A0_minus_A2_metapath_adaptive_global,delta_val_mae_A0_minus_A3_metapath_adaptive_context,delta_best_val_mse_A0_minus_A3_metapath_adaptive_context,delta_hr_mae_A0_minus_A3_metapath_adaptive_context
c3po_ref,42,0.022257115691900253,0.03910934552550316,0.039204008877277374,0.020196842029690742,0.3015513259630937,0.3571810997449435,0.35712019755290103,0.22215635501421416,0.10714750484083638,0.1058992814554861,0.1059148355725814,0.11741020241470047,0.0012482233853502722,-0.016852229833602905,-0.0556297737818498,0.0012326692682549795,-0.01694689318537712,-0.055568871589807334,-0.010262697573864096,0.002060273662209511,0.07939497094887954
