scenario,expected_fail_lines,probability
S1,1,0.243667
S2,0,0.227
S3,2,0.180667
S4,3,0.131
S5,4,0.089
S6,5,0.058333
S7,6,0.034667
S8,7,0.019
S9,8,0.008
S10,9,0.005333
S11,10,0.003333
