model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,best_val_mse
metapath_v1,0.054166998797451814,0.1132426925967084,0.061882811687606315,0.1272545571109022,0.10260965049727469,0.20274904329399276,0.016193723306059837
baseline_gnn,0.05307299029069542,0.1058647006121777,0.06318766730487026,0.12368667865869089,0.1004894920599757,0.19252946257710485,0.015298398211598396
