scenario,expected_fail_lines,probability
S1,0,0.368
S2,1,0.259333
S3,2,0.164333
S4,3,0.107
S5,4,0.051667
S6,5,0.033667
S7,6,0.012
S8,7,0.002333
S9,8,0.001333
S10,10,0.000333
