scenario,expected_fail_lines,probability
S1,0,0.273667
S2,1,0.237
S3,2,0.174333
S4,3,0.126667
S5,4,0.082
S6,5,0.047333
S7,6,0.034
S8,7,0.015333
S9,8,0.005333
S10,9,0.002
S11,10,0.002
S12,11,0.000333
