policy,Priority,Robustness,Rapidity,Sustainability,TOPSIS_Score,TOPSIS_Rank
priority_with_reserve,0.9866493057812142,0.9713535643746704,0.9200444146293233,0.9513503352853824,1.0,1
uniform_with_reserve,0.9713535643746704,0.9713535643746704,0.9200444146293233,0.9507601021864942,0.48423374141502473,2
priority_no_reserve,0.9784958105939734,0.9659008565395356,0.9200444146293233,0.9313221126564721,0.2995010165579259,3
