model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,num_parameters
stgcn,57.20342230796814,9,0.0002580448910955319,3.856121050242027e-06,0.00019171288911703477,0.0003422845714450481,3.846579147648299e-06,0.00019171288911703477,2697,1.0,0.00015399238384370065,2662,0.9870226177233964,0.030646879164381614,124801
