model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,best_val_mse
metapath_v1,0.32811804089546204,0.37293996384349165,0.3865548860304283,0.44610693373728033,0.3674519577622414,0.42131607477525773,0.1990114152431488
baseline_gnn,0.35275733534495035,0.3828991096650644,0.4031290127291824,0.4455535233983205,0.38573263575633365,0.42276436824089575,0.19851793348789215
