scenario,expected_fail_lines,probability
S1,1,0.239667
S2,0,0.237333
S3,2,0.190667
S4,3,0.132667
S5,4,0.084667
S6,5,0.055333
S7,6,0.03
S8,7,0.017333
S9,8,0.007333
S10,9,0.002667
S11,10,0.002
S12,11,0.000333
