scenario,expected_fail_lines,probability
S1,1,0.243667
S2,0,0.241
S3,2,0.207
S4,3,0.125333
S5,4,0.083667
S6,5,0.05
S7,6,0.027333
S8,7,0.012667
S9,8,0.005667
S10,9,0.002
S11,10,0.001667
