model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,num_parameters
metapath_v1,51.39324378967285,19,0.0002580663627571072,3.8593338887889576e-06,0.0001746910225085201,0.0003203332916852138,3.849520453513833e-06,0.0001746910225085201,2697,1.0,0.00013694312678164418,2662,0.9870226177233964,0.11207800218607059,100083
