model,TOPSIS_Score,TOPSIS_Rank,priority_index,reliability_score,rapidity,economic_score
SCUC,1.0,1,0.915008396854679,0.8139163717994039,0.22313016014842982,1.0
Stochastic_UC,0.3012825749374896,2,0.9081468926661165,0.8041988432978326,0.049787068367863944,0.8415337421408756
Robust_UC,0.0,3,0.7522625278584271,0.4490525868621065,0.049787068367863944,0.1931791747236677
