method,mae_empirical_vs_input_probability,high_risk_threshold,high_risk_coverage,high_risk_event_rate,low_risk_event_rate,risk_lift_ratio,avg_outage_rate,multi_line_event_rate_ge2,severe_multi_line_event_rate_ge4,avg_disconnected_loads,max_disconnected_loads,multi_load_event_rate_ge2,severe_multi_load_event_rate_ge4,scenario_diversity_hamming
c3po_ref,0.0011833754036097391,0.9999999606920728,1.0,1.0,0.08711098251028807,11.47960878390847,0.17839988425925926,0.3342556423611111,0.2204318576388889,0.9471028645833334,4,0.2609592013888889,0.14322916666666666,0.017016417678182388
