scenario,expected_fail_lines,probability
S1,1,0.236
S2,0,0.216667
S3,2,0.192
S4,3,0.132333
S5,4,0.083667
S6,5,0.06
S7,6,0.036333
S8,7,0.019333
S9,8,0.013333
S10,9,0.007
S11,10,0.002
S12,11,0.001333
