scenario,expected_fail_lines,probability
S1,0,0.266333
S2,1,0.229333
S3,2,0.187667
S4,3,0.124333
S5,4,0.086667
S6,5,0.050667
S7,6,0.027667
S8,7,0.018
S9,8,0.004667
S10,9,0.002667
S11,10,0.001667
S12,11,0.000333
