model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,precision_at_5,recall_at_5,hit_at_5,ndcg_at_5,precision_at_10,recall_at_10,hit_at_10,ndcg_at_10,precision_at_20,recall_at_20,hit_at_20,ndcg_at_20,num_parameters
gat,69.533029794693,163,0.026378314615867565,0.00018355903739575297,0.002628667734027667,0.00266859548425912,0.00018355903739575297,,0,0.0,0.005866557308406313,410,0.10019550342130987,0.08736736185142205,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.06625422345438903,0.2,0.2,1.0,0.1489912517371486,27361
