model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,precision_at_5,recall_at_5,hit_at_5,ndcg_at_5,precision_at_10,recall_at_10,hit_at_10,ndcg_at_10,precision_at_20,recall_at_20,hit_at_20,ndcg_at_20,fp_at_10_true_rank_gt_30,fp_at_20_true_rank_gt_50,num_parameters
metapath_v1,140.52282643318176,128,0.026404032934411924,2.545364024688024e-09,1.6657189208713665e-05,1.7232129466793918e-05,9.401422973454032e-10,,0,0.0,1.3538766202252178e-05,410,0.10019550342130987,-0.24987469442521132,0.2,0.2,1.0,0.14606834984270645,0.2,0.2,1.0,0.31488013066763093,0.25,0.25,1.0,0.3280685201034751,5.0,2.0,100083
