scenario,expected_fail_lines,probability
S1,0,0.265667
S2,1,0.232667
S3,2,0.188333
S4,3,0.116
S5,4,0.087333
S6,5,0.053667
S7,6,0.03
S8,7,0.015
S9,8,0.005333
S10,9,0.004667
S11,10,0.001333
