epoch,train_mse,val_mse,warmup_scale,train_gate_reg,train_attn_entropy,train_rank_loss
1.0,0.22526061534881592,0.1979382485151291,0.01,0.27042156457901,0.9999915957450867,0.0
2.0,0.2072620689868927,0.17026518285274506,0.02,0.022918948903679848,0.9997518658638,0.0
3.0,0.19219715893268585,0.14809341728687286,0.03,0.0027893856167793274,0.9994911551475525,0.0
4.0,0.17735187709331512,0.1269199401140213,0.04,0.0006013535312376916,0.9991722702980042,0.0
5.0,0.16351507604122162,0.10421815514564514,0.05,0.00031299758120439947,0.999669075012207,0.0
6.0,0.1488928198814392,0.07195060700178146,0.06,0.0004283959569875151,0.9986506700515747,0.0
7.0,0.1347654014825821,0.04631352424621582,0.07,0.0018970849923789501,0.9996066689491272,0.0
8.0,0.12048867344856262,0.04351691156625748,0.08,0.025870295241475105,0.998943567276001,0.0
9.0,0.10521566867828369,0.0402844212949276,0.09,0.016244079917669296,0.9997996091842651,0.0
10.0,0.08918704092502594,0.033479753881692886,0.1,0.002835213905200362,0.9996563196182251,0.0
11.0,0.07127092778682709,0.053445205092430115,0.11,0.003906424157321453,0.9996830224990845,0.0
12.0,0.06242859363555908,0.02886410616338253,0.12,0.11641678959131241,0.9999912977218628,0.0
13.0,0.04257406294345856,0.038192614912986755,0.13,0.001047797268256545,0.9999340176582336,0.0
14.0,0.03357090801000595,0.03678705543279648,0.14,3.630263017839752e-05,0.9999262690544128,0.0
15.0,0.024714533239603043,0.032898060977458954,0.15,6.626609774684766e-06,0.9999905228614807,0.0
16.0,0.018254701048135757,0.02785961516201496,0.16,2.8500867301772814e-06,0.9999402165412903,0.0
17.0,0.012645580805838108,0.022301513701677322,0.17,1.8029371631200775e-06,0.9999518990516663,0.0
18.0,0.008344968780875206,0.016781536862254143,0.18,1.3793174957754673e-06,0.9999858140945435,0.0
19.0,0.005039041396230459,0.011914192698895931,0.19,1.176372052213992e-06,0.9999492764472961,0.0
20.0,0.0020172796212136745,0.008070321753621101,0.2,1.0755219364000368e-06,0.9999618530273438,0.0
21.0,-7.452210411429405e-05,0.005346819292753935,0.21,1.0318534577891114e-06,0.9999871253967285,0.0
22.0,-0.001955562038347125,0.003593818750232458,0.22,1.0234202818537597e-06,0.9999687671661377,0.0
23.0,-0.00278835860081017,0.0025708540342748165,0.23,1.0397126288808067e-06,0.999967634677887,0.0
24.0,-0.003460889682173729,0.002048580441623926,0.24,1.0742886615844327e-06,0.9999929666519165,0.0
25.0,-0.0038512637838721275,0.00184356770478189,0.25,1.1225820344407111e-06,0.999970018863678,0.0
26.0,-0.004055345896631479,0.0018257261253893375,0.26,1.181901097879745e-06,0.9999788999557495,0.0
27.0,-0.0041590165346860886,0.0019128321437165141,0.27,1.2494796237660921e-06,0.9999911189079285,0.0
28.0,-0.0037825924810022116,0.0020396681502461433,0.28,1.3243734429124743e-06,0.9999765157699585,0.0
29.0,-0.0036655287258327007,0.0021686977706849575,0.29,1.4004465356265428e-06,0.9999843835830688,0.0
30.0,-0.003967503551393747,0.0022914516739547253,0.3,1.4740519418410258e-06,0.9999900460243225,0.0
31.0,-0.0037535312585532665,0.0023969074245542288,0.31,1.5454382946700207e-06,0.9999820590019226,0.0
32.0,-0.003679205197840929,0.002476421883329749,0.32,1.6106994280562503e-06,0.9999867677688599,0.0
33.0,-0.0037535522133111954,0.002525071147829294,0.33,1.6668549278620048e-06,0.9999932646751404,0.0
34.0,-0.003109964542090893,0.0025452924892306328,0.34,1.7106206087191822e-06,0.9999851584434509,0.0
35.0,-0.0036274376325309277,0.002530568279325962,0.35,1.7429698573323549e-06,0.999991774559021,0.0
36.0,-0.0038085398264229298,0.002508315723389387,0.36,1.7576942354935454e-06,0.9999926090240479,0.0
37.0,-0.0035283954348415136,0.002466903068125248,0.37,1.7693719200906344e-06,0.9999876022338867,0.0
38.0,-0.003536897711455822,0.002398660872131586,0.38,1.7718159597279737e-06,0.9999927282333374,0.0
39.0,-0.0036951624788343906,0.0023206700570881367,0.39,1.7632237359066494e-06,0.9999909400939941,0.0
40.0,-0.0037288835737854242,0.0022186595015227795,0.4,1.7512429622001946e-06,0.9999891519546509,0.0
41.0,-0.0036749551072716713,0.002111698966473341,0.41,1.7273736148126773e-06,0.999994158744812,0.0
42.0,-0.0036732135340571404,0.001986455637961626,0.42,1.7047606206688215e-06,0.9999921321868896,0.0
43.0,-0.0038815042935311794,0.0018524937331676483,0.43,1.6742362731747562e-06,0.999991238117218,0.0
44.0,-0.0033176173456013203,0.0017293948912993073,0.44,1.6392580164392712e-06,0.9999954104423523,0.0
