timestamp,unit_id,bus,u,p,reserve,startup,shutdown
2024-09-01 00:00:00,TH0,0,0.0,0.0,0.0,0.0,1.0
2024-09-01 00:00:00,EMG_1,1,1.0,0.1423518961404492,0.03764810385955078,0.0,0.0
2024-09-01 00:00:00,EMG_2,3,1.0,0.0,0.15,0.0,0.0
2024-09-01 00:00:00,EMG_3,4,1.0,0.09000000000000001,0.009999999999999995,0.0,0.0
2024-09-01 01:00:00,TH0,0,0.0,0.0,0.0,0.0,0.0
2024-09-01 01:00:00,EMG_1,1,1.0,0.18,-0.0,0.0,0.0
2024-09-01 01:00:00,EMG_2,3,1.0,0.06357502136259705,0.08642497863740295,0.0,0.0
2024-09-01 01:00:00,EMG_3,4,1.0,-0.0,0.1,0.0,0.0
2024-09-01 02:00:00,TH0,0,0.0,0.0,0.0,0.0,0.0
2024-09-01 02:00:00,EMG_1,1,1.0,0.10442711926916443,0.07557288073083557,0.0,0.0
2024-09-01 02:00:00,EMG_2,3,1.0,0.15,-0.0,0.0,0.0
2024-09-01 02:00:00,EMG_3,4,1.0,0.0,0.1,0.0,0.0
2024-09-01 03:00:00,TH0,0,0.0,0.0,0.0,0.0,0.0
2024-09-01 03:00:00,EMG_1,1,1.0,0.15843577087243293,0.021564229127567072,0.0,0.0
2024-09-01 03:00:00,EMG_2,3,1.0,0.0149999999999757,0.13499999999999093,0.0,0.0
2024-09-01 03:00:00,EMG_3,4,1.0,0.09000000000000001,0.009999999999999995,0.0,0.0
