scenario,expected_fail_lines,probability
S1,1,0.243
S2,0,0.224667
S3,2,0.192667
S4,3,0.138
S5,4,0.084333
S6,5,0.051333
S7,6,0.032333
S8,7,0.020333
S9,8,0.007667
S10,9,0.004
S11,10,0.001
S12,11,0.000667
