model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,best_val_mse
metapath_v1,0.25193611868222554,0.25196524162964273,0.3880619795033426,0.4463108723243826,0.2512957172261344,0.25132337742553684,0.19919341802597046
baseline_gnn,0.27571519152323404,0.2758153789094119,0.39659799806999435,0.44454253147669986,0.2751347997122341,0.2752129966862293,0.19761806726455688
