scenario,expected_fail_lines,probability
S1,0,0.273333
S2,1,0.237667
S3,2,0.173
S4,3,0.127
S5,4,0.082667
S6,5,0.047667
S7,6,0.033667
S8,7,0.015333
S9,8,0.005333
S10,9,0.002
S11,10,0.002
S12,11,0.000333
