scenario,expected_fail_lines,probability
S1,0,0.276
S2,1,0.234667
S3,2,0.175333
S4,3,0.126
S5,4,0.081333
S6,5,0.048667
S7,6,0.034
S8,7,0.014333
S9,8,0.005333
S10,9,0.002
S11,10,0.002
S12,11,0.000333
