scenario,expected_fail_lines,probability
S1,0,0.397
S2,1,0.284333
S3,2,0.16
S4,3,0.086
S5,4,0.043667
S6,5,0.018
S7,6,0.007
S8,7,0.003667
S9,9,0.000333
