scenario_id,probability,total_ls
0,0.16666666666666666,0.0
1,0.16666666666666666,0.0
2,0.16666666666666666,0.0
3,0.16666666666666666,0.0
4,0.16666666666666666,0.0
5,0.16666666666666666,0.0
