policy,Priority,Robustness,Rapidity,Sustainability,TOPSIS_Score,TOPSIS_Rank
priority_with_reserve,0.5778246987810248,0.2918269049071561,0.049787068367863944,0.22646922363791244,1.0,1
uniform_with_reserve,0.291826904907156,0.2918269049071561,0.049787068367863944,0.22646922363791244,0.495276697623525,2
priority_no_reserve,0.4349000567362999,0.2265255914086274,0.049787068367863944,0.16710062553305693,0.31237583814015624,3
