scenario,expected_fail_lines,probability
S1,1,0.243
S2,0,0.223
S3,2,0.200667
S4,3,0.126
S5,4,0.088667
S6,5,0.051333
S7,6,0.032667
S8,7,0.017
S9,8,0.011333
S10,9,0.004333
S11,10,0.001333
S12,11,0.000667
