model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,best_val_mse
metapath_v1,0.2814818964560827,0.3310874883833587,0.3841634770776286,0.4516467616405586,0.32149543192651536,0.37370696978431084,0.20398478209972382
baseline_gnn,0.3320682367801666,0.36919277601317335,0.3940204310417175,0.4473766465480705,0.3722096091508865,0.41498146365506583,0.2001458704471588
