scenario_id,scenario_cost,is_worst,total_ls
0,58895.68945031478,1,38.740572668778384
1,54533.82703146127,0,36.885523697301664
2,58585.387082520414,0,38.61128001553073
3,43825.34447982761,0,30.085915937938243
4,50531.23763690079,0,35.030474725824966
