scenario,expected_fail_lines,probability
S1,3,0.115667
S2,2,0.102
S3,5,0.099
S4,4,0.093333
S5,1,0.086333
S6,7,0.079667
S7,6,0.074667
S8,8,0.063
S9,9,0.055667
S10,0,0.055
S11,10,0.040333
S12,11,0.031667
S13,12,0.028333
S14,13,0.019
S15,14,0.017667
S16,15,0.014
S17,16,0.009
S18,17,0.006
S19,18,0.004667
S20,19,0.002
S21,23,0.001333
S22,20,0.001
S23,21,0.000667
