model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,val_high_risk_mae,val_top_risk_mae,horizon_high_risk_mae,horizon_top_risk_mae,best_val_mse
metapath_v1,0.011357367883422455,0.016597833994892956,0.014406329982324757,0.025700512644413247,0.021554120484895283,0.035264181161832754,0.05485399778535481,0.04763132918446778,0.04733719563993968,0.05110885077609425,0.000660516379866749
baseline_gnn,0.058194805690843454,0.11062876108428572,0.064812891621403,0.12552066712959,0.10464977782626893,0.1972009086541388,0.36171626894898024,0.2864152724271949,0.3406132888199709,0.5524418112385062,0.015755439177155495
