scenario_id,probability
0,0.03333333333333333
1,0.06666666666666667
2,0.06666666666666667
3,0.05
4,0.06666666666666667
5,0.1
6,0.43333333333333335
7,0.08333333333333333
8,0.03333333333333333
9,0.06666666666666667
