timestamp,line_id,from_bus,to_bus,flow_mw,limit_mw,loading,overload_flag,selected_strategy
2024-09-02 00:00:00,L0,0,1,0.48909153283239254,8909.738636400001,5.4894038174615975e-05,0,Robust_UC
2024-09-02 00:00:00,L1,0,2,0.6697258364995177,8909.738636400001,7.516784316920455e-05,0,Robust_UC
2024-09-02 00:00:00,L2,1,11,0.469330809461663,8909.738636400001,5.267615904514311e-05,0,Robust_UC
2024-09-02 00:00:00,L3,2,4,0.36126860733425026,8909.738636400001,4.054760998917715e-05,0,Robust_UC
2024-09-02 00:00:00,L4,2,11,0.28869650579453787,8909.738636400001,3.240235405055454e-05,0,Robust_UC
2024-09-02 00:00:00,L5,3,4,-0.04040048631751947,8909.738636400001,4.534418793438745e-06,0,Robust_UC
2024-09-02 00:00:00,L6,3,10,0.020639762946789944,8909.738636400001,2.3165396639658875e-06,0,Robust_UC
2024-09-02 00:00:00,L7,4,5,-0.004429977142507961,8909.738636400001,4.972061834013464e-07,0,Robust_UC
2024-09-02 00:00:00,L8,4,10,0.0610402492643094,8909.738636400001,6.8509584574046316e-06,0,Robust_UC
2024-09-02 00:00:00,L9,5,6,-0.024190700513237483,8018.7647727600015,3.0167614587491157e-06,0,Robust_UC
2024-09-02 00:00:00,L10,6,11,-0.04395142388396701,8909.738636400001,4.932964442347062e-06,0,Robust_UC
2024-09-02 00:00:00,L11,7,4,-0.26702831542735816,8910.0,2.996950790430507e-05,0,Robust_UC
2024-09-02 00:00:00,L12,7,8,-0.005540933064856494,8909.738636400001,6.218962520650684e-07,0,Robust_UC
2024-09-02 00:00:00,L13,7,29,0.2528085251214851,8018.7647727600015,3.152711574484436e-05,0,Robust_UC
2024-09-02 00:00:00,L14,8,9,-0.002770466532428247,8909.738636400001,3.109481260325342e-07,0,Robust_UC
2024-09-02 00:00:00,L15,10,11,-0.13361235080402178,8909.738636400001,1.4996214396027238e-05,0,Robust_UC
2024-09-02 00:00:00,L16,10,12,0.19553163964439135,8909.738636400001,2.194583338792487e-05,0,Robust_UC
2024-09-02 00:00:00,L17,11,13,0.26233781504640225,8909.738636400001,2.9443940585938488e-05,0,Robust_UC
2024-09-02 00:00:00,L18,11,15,0.2908940187275279,8909.738636400001,3.264899573362393e-05,0,Robust_UC
2024-09-02 00:00:00,L19,11,116,0.007470983423552558,8909.738636400001,8.385188082880986e-07,0,Robust_UC
2024-09-02 00:00:00,L20,12,14,0.17577091627366181,8909.738636400001,1.972795425845201e-05,0,Robust_UC
2024-09-02 00:00:00,L21,13,14,0.2425770916756727,8909.738636400001,2.722606145646563e-05,0,Robust_UC
2024-09-02 00:00:00,L22,14,16,0.057112407362251316,8909.738636400001,6.4101102953708755e-06,0,Robust_UC
2024-09-02 00:00:00,L23,14,18,0.1737756230400791,8909.738636400001,1.950400905478115e-05,0,Robust_UC
2024-09-02 00:00:00,L24,14,32,0.16769925417627574,8018.7647727600015,2.0913352483658758e-05,0,Robust_UC
2024-09-02 00:00:00,L25,15,16,0.27113329535679837,8909.738636400001,3.0431116604151065e-05,0,Robust_UC
2024-09-02 00:00:00,L26,16,17,0.06821196952427866,8909.738636400001,7.655888944441568e-06,0,Robust_UC
2024-09-02 00:00:00,L27,16,30,0.11887154359020458,8909.738636400001,1.3341754280486377e-05,0,Robust_UC
2024-09-02 00:00:00,L28,16,112,0.09101983822960734,8909.738636400001,1.0215769726145872e-05,0,Robust_UC
2024-09-02 00:00:00,L29,17,18,0.048451246153549135,8909.738636400001,5.43800981496871e-06,0,Robust_UC
2024-09-02 00:00:00,L30,18,19,0.06703379783839088,8909.738636400001,7.5236547977434305e-06,0,Robust_UC
2024-09-02 00:00:00,L31,18,33,0.13543234798450654,8018.7647727600015,1.688942771392603e-05,0,Robust_UC
2024-09-02 00:00:00,L32,19,20,0.04727307446766135,8909.738636400001,5.305775668270572e-06,0,Robust_UC
2024-09-02 00:00:00,L33,20,21,0.027512351096931828,8909.738636400001,3.087896538797714e-06,0,Robust_UC
2024-09-02 00:00:00,L34,21,22,0.007751627726202304,8909.738636400001,8.70017409324856e-07,0,Robust_UC
2024-09-02 00:00:00,L35,22,23,0.15905051820961671,8909.738636400001,1.7851311323525132e-05,0,Robust_UC
2024-09-02 00:00:00,L36,22,24,-0.07939424008279294,8909.738636400001,8.910950514130047e-06,0,Robust_UC
2024-09-02 00:00:00,L37,22,31,-0.0916653737713522,8909.738636400001,1.0288222529543222e-05,0,Robust_UC
2024-09-02 00:00:00,L38,23,69,0.09648429020781357,8909.738636400001,1.082908199053505e-05,0,Robust_UC
2024-09-02 00:00:00,L39,23,71,0.042805504631073354,8909.738636400001,4.804350203517194e-06,0,Robust_UC
2024-09-02 00:00:00,L40,24,26,0.0029905590758476652,8909.738636400001,3.356505951397927e-07,0,Robust_UC
2024-09-02 00:00:00,L41,25,24,0.0796143326262101,8910.0,8.93539086713918e-06,0,Robust_UC
2024-09-02 00:00:00,L42,25,29,-0.07684386609378184,8909.738636400001,8.624704857204517e-06,0,Robust_UC
2024-09-02 00:00:00,L43,26,27,-0.003892224032558615,8909.738636400001,4.3685052855055205e-07,0,Robust_UC
2024-09-02 00:00:00,L44,26,31,-0.01526169276440692,8909.738636400001,1.7129226105529666e-06,0,Robust_UC
