model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,best_val_mse
metapath_v1,0.32805928077697755,0.37309641945273003,0.3845498509118051,0.4446264045327098,0.36914789848857454,0.42221620760191253,0.1976926326751709
baseline_gnn,0.3174839711348216,0.369164900066568,0.3780912954518289,0.446795759670075,0.361903725763162,0.42203181940760665,0.19962644577026367
