scenario,expected_fail_lines,probability
S1,1,0.255667
S2,0,0.225667
S3,2,0.198667
S4,3,0.127333
S5,4,0.087333
S6,5,0.053667
S7,6,0.027333
S8,7,0.014
S9,8,0.005333
S10,9,0.004333
S11,10,0.000667
