epoch,train_mse,val_mse,warmup_scale,train_gate_reg,train_attn_entropy
1.0,0.1952575296163559,0.09613847732543945,1.0,0.0,0.0
2.0,0.087686687707901,0.03365562856197357,1.0,0.0,0.0
3.0,0.0476638600230217,0.010963537730276585,1.0,0.0,0.0
4.0,0.03808846324682236,0.003991398494690657,1.0,0.0,0.0
5.0,0.037634868174791336,0.0018090996891260147,1.0,0.0,0.0
6.0,0.038501493632793427,0.0010563794057816267,1.0,0.0,0.0
7.0,0.03920537605881691,0.0007928477716632187,1.0,0.0,0.0
8.0,0.039849888533353806,0.0007524637621827424,1.0,0.0,0.0
9.0,0.03970744460821152,0.0009012401569634676,1.0,0.0,0.0
10.0,0.03950463607907295,0.001349989790469408,1.0,0.0,0.0
11.0,0.03884583339095116,0.002488544909283519,1.0,0.0,0.0
12.0,0.037283435463905334,0.00547775300219655,1.0,0.0,0.0
13.0,0.03685733675956726,0.01131360325962305,1.0,0.0,0.0
14.0,0.03722751513123512,0.012476268224418163,1.0,0.0,0.0
15.0,0.037729814648628235,0.008587682619690895,1.0,0.0,0.0
16.0,0.03602631017565727,0.005403644405305386,1.0,0.0,0.0
17.0,0.035762663930654526,0.003868885338306427,1.0,0.0,0.0
18.0,0.03588532283902168,0.003391924314200878,1.0,0.0,0.0
19.0,0.03579319268465042,0.003694880520924926,1.0,0.0,0.0
20.0,0.03549610823392868,0.004903322085738182,1.0,0.0,0.0
21.0,0.035015348345041275,0.00744236446917057,1.0,0.0,0.0
22.0,0.034066032618284225,0.011285316199064255,1.0,0.0,0.0
23.0,0.03411867842078209,0.013037863187491894,1.0,0.0,0.0
24.0,0.03414994850754738,0.010182514786720276,1.0,0.0,0.0
25.0,0.03310574218630791,0.006832996383309364,1.0,0.0,0.0
26.0,0.032871488481760025,0.005209003575146198,1.0,0.0,0.0
27.0,0.03238685056567192,0.0056053344160318375,1.0,0.0,0.0
28.0,0.03196229413151741,0.008421472273766994,1.0,0.0,0.0
29.0,0.03085128217935562,0.012957277707755566,1.0,0.0,0.0
30.0,0.030709588900208473,0.009779107756912708,1.0,0.0,0.0
31.0,0.030058937147259712,0.005787372589111328,1.0,0.0,0.0
32.0,0.02962578274309635,0.005259007681161165,1.0,0.0,0.0
33.0,0.029747040942311287,0.00827439222484827,1.0,0.0,0.0
34.0,0.028761712834239006,0.01103966310620308,1.0,0.0,0.0
35.0,0.02869475446641445,0.006229558493942022,1.0,0.0,0.0
36.0,0.027291785925626755,0.004710652865469456,1.0,0.0,0.0
37.0,0.02754499949514866,0.007752200588583946,1.0,0.0,0.0
38.0,0.026473600417375565,0.01005225908011198,1.0,0.0,0.0
39.0,0.026698395609855652,0.004977010656148195,1.0,0.0,0.0
40.0,0.026625938713550568,0.0050545246340334415,1.0,0.0,0.0
41.0,0.025485370308160782,0.010634670965373516,1.0,0.0,0.0
42.0,0.025185924023389816,0.010067814029753208,1.0,0.0,0.0
43.0,0.02449657954275608,0.005078003741800785,1.0,0.0,0.0
44.0,0.025183675810694695,0.006678412668406963,1.0,0.0,0.0
45.0,0.023680634796619415,0.013188278302550316,1.0,0.0,0.0
46.0,0.023894255980849266,0.005133784841746092,1.0,0.0,0.0
47.0,0.02324848435819149,0.004690082743763924,1.0,0.0,0.0
48.0,0.02285502664744854,0.009725585579872131,1.0,0.0,0.0
49.0,0.022706083953380585,0.006864110939204693,1.0,0.0,0.0
50.0,0.02200828492641449,0.0040838588029146194,1.0,0.0,0.0
51.0,0.02203851193189621,0.007171296048909426,1.0,0.0,0.0
52.0,0.021749578416347504,0.009702199138700962,1.0,0.0,0.0
53.0,0.02182731404900551,0.004232190549373627,1.0,0.0,0.0
54.0,0.021432742476463318,0.005301168188452721,1.0,0.0,0.0
55.0,0.0206637904047966,0.012595051899552345,1.0,0.0,0.0
56.0,0.02093357965350151,0.005503115709871054,1.0,0.0,0.0
57.0,0.019853251054883003,0.005051128566265106,1.0,0.0,0.0
58.0,0.019686181098222733,0.010200857184827328,1.0,0.0,0.0
59.0,0.019895024597644806,0.009342114441096783,1.0,0.0,0.0
60.0,0.019781604409217834,0.005063863471150398,1.0,0.0,0.0
61.0,0.01942545548081398,0.005993771366775036,1.0,0.0,0.0
62.0,0.01766258478164673,0.009846353903412819,1.0,0.0,0.0
63.0,0.017916055396199226,0.005823375191539526,1.0,0.0,0.0
64.0,0.017239555716514587,0.004536958411335945,1.0,0.0,0.0
65.0,0.017384711652994156,0.006380604114383459,1.0,0.0,0.0
66.0,0.016978831961750984,0.007001075427979231,1.0,0.0,0.0
67.0,0.016749516129493713,0.0047171106562018394,1.0,0.0,0.0
68.0,0.01635117456316948,0.005127293057739735,1.0,0.0,0.0
