timestamp,hour_index,hourly_line_risk,hourly_uncertainty,global_expected_nk_fail_lines,global_max_critical_outage_prob,global_high_line_ratio,selected_strategy,reason
2024-09-01 00:00:00,0,1.0,0.241434,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 01:00:00,1,1.0,0.263973,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 02:00:00,2,1.0,0.306383,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 03:00:00,3,1.0,0.096605,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 04:00:00,4,1.0,0.261956,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 05:00:00,5,1.0,0.249669,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 06:00:00,6,1.0,0.281264,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 07:00:00,7,1.0,0.382522,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 08:00:00,8,1.0,0.293854,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 09:00:00,9,1.0,0.208219,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 10:00:00,10,1.0,0.207696,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 11:00:00,11,1.0,0.09068,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 12:00:00,12,1.0,0.14593,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 13:00:00,13,1.0,0.176017,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 14:00:00,14,1.0,0.136119,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 15:00:00,15,1.0,0.047881,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 16:00:00,16,0.635564,0.093412,1.040663,0.127667,0.333333,Robust_UC,extreme weather / high outage risk
2024-09-01 17:00:00,17,0.432959,0.048168,1.040663,0.127667,0.333333,SCUC,normal operating condition
2024-09-01 18:00:00,18,0.001618,0.039106,1.040663,0.127667,0.333333,SCUC,normal operating condition
2024-09-01 19:00:00,19,0.000238,0.124114,1.040663,0.127667,0.333333,SCUC,normal operating condition
2024-09-01 20:00:00,20,1.6e-05,0.139838,1.040663,0.127667,0.333333,SCUC,normal operating condition
2024-09-01 21:00:00,21,0.0,0.193945,1.040663,0.127667,0.333333,SCUC,normal operating condition
2024-09-01 22:00:00,22,0.0,0.184881,1.040663,0.127667,0.333333,SCUC,normal operating condition
2024-09-01 23:00:00,23,0.0,0.195323,1.040663,0.127667,0.333333,SCUC,normal operating condition
