model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,precision_at_5,recall_at_5,hit_at_5,ndcg_at_5,precision_at_10,recall_at_10,hit_at_10,ndcg_at_10,precision_at_20,recall_at_20,hit_at_20,ndcg_at_20,num_parameters
metapath_local,90.4408175945282,134,0.0003114111256954222,0.0005621988570181139,0.01722680132314069,0.014345937967697063,0.0005621988093480468,0.03691366562272053,44,0.10114942528735632,0.03691366562272053,44,0.10114942528735632,0.421664262106381,1.0,1.0,1.0,1.0,0.7,0.7,1.0,0.7859162856301584,1.0,1.0,1.0,1.0,94083
