model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,num_parameters
gat,103.68044543266296,477,0.00025829801352926344,3.834754878084823e-06,0.00011793082711950829,0.00026292900651973453,3.825271505775163e-06,0.00011793082711950829,2697,1.0,7.805987285725789e-05,2662,0.9870226177233964,0.07689129777902119,27361
