scenario,expected_fail_lines,probability
S1,1,0.246667
S2,0,0.244333
S3,2,0.178333
S4,3,0.142333
S5,4,0.081667
S6,5,0.049
S7,6,0.031
S8,7,0.017333
S9,8,0.004333
S10,9,0.004333
S11,10,0.000333
S12,11,0.000333
