scenario_id,scenario_cost,is_worst,total_ls
0,28829.463579285304,1,20.020460818948127
1,22462.752312918492,0,15.599133550637841
2,26236.806347348916,0,18.22000440788119
3,28291.258003371808,0,19.646706946785976
4,16096.04104655168,0,11.177806282327555
