scenario,expected_fail_lines,probability
S1,0,0.378667
S2,1,0.273667
S3,2,0.161333
S4,3,0.094333
S5,4,0.05
S6,5,0.025333
S7,6,0.01
S8,7,0.003
S9,8,0.002
S10,9,0.001
S11,10,0.000667
