model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,val_high_risk_mae,val_top_risk_mae,horizon_high_risk_mae,horizon_top_risk_mae,best_val_mse
metapath_v1,0.14966324456532795,0.14977192803233433,0.341080544572888,0.4621139261427116,0.14905082517200047,0.1491505395228422,0.1501868411898613,0.1501868411898613,0.14905082517200047,0.14905082517200047,0.21354928612709045
baseline_gnn,0.16991082127888998,0.16993064318248682,0.3503313004970551,0.45681276104294566,0.16933545387453502,0.16935607770647976,0.17081105535229046,0.17081105535229046,0.16933545387453502,0.16933545387453502,0.20867790281772614
