scenario,expected_fail_lines,probability
S1,0,0.274667
S2,1,0.236
S3,2,0.174667
S4,3,0.126333
S5,4,0.082333
S6,5,0.047
S7,6,0.034333
S8,7,0.015
S9,8,0.005333
S10,9,0.002
S11,10,0.002
S12,11,0.000333
