model_type,train_time_seconds,best_epoch,final_train_loss,final_val_loss,val_mae,horizon_mae,best_val_mse,high_risk_mae,high_risk_count,high_risk_ratio,top_risk_mae,top_risk_count,top_risk_ratio,spearman_corr,num_parameters
mlp,9.267883062362671,27,0.0002486731186736526,3.851384031434166e-06,0.00017358890013910818,0.00032545619340346285,3.845936134894146e-06,0.00017358890013910818,2697,1.0,0.00013570446076024124,2662,0.9870226177233964,0.1959850564425629,6961
