model,train_mae,train_rmse,val_mae,val_rmse,horizon_mae,horizon_rmse,best_val_mse
metapath_v1,0.37105511673291525,0.3710945042953347,0.4408638009519288,0.45562954208083667,0.3678624932964643,0.367894658370708,0.2075982689857483
baseline_gnn,0.2173432828585307,0.21747855121715876,0.37106283343199525,0.45074314731689336,0.2168764955467648,0.21702140916559498,0.20316939055919647
