timestamp,wind_renewables_ninja_wind_electricity,pv_renewables_ninja_pv_electricity,load_load_load_region1,load_load_load_region2,pv_renewables_ninja_pv_irradiance_direct,pv_renewables_ninja_pv_irradiance_diffuse,pv_renewables_ninja_pv_temperature,wind_renewables_ninja_wind_wind_speed
2024-01-01 00:00:00,0.135,0.026,55063.58725,16334.70375,0.001,0.047,15.094,5.534
2024-01-01 01:00:00,0.133,0.074,51220.34398,15273.35743,0.003,0.098,15.831,5.516
2024-01-01 02:00:00,0.111,0.122,47188.44683,14387.26197,0.006,0.148,16.767,5.208
2024-01-01 03:00:00,0.085,0.16,43872.37409,13637.95753,0.008,0.187,17.774,4.79
2024-01-01 04:00:00,0.059,0.196,40657.82764,13413.33905,0.012,0.223,18.782,4.316
2024-01-01 05:00:00,0.039,0.218,38866.03246,13048.32382,0.018,0.244,19.63,3.862
2024-01-01 06:00:00,0.034,0.239,37767.53809,13886.58064,0.031,0.255,20.474,3.721
2024-01-01 07:00:00,0.036,0.186,38098.5877,15996.33928,0.028,0.199,20.807,3.786
2024-01-01 08:00:00,0.035,0.092,36152.07989,16319.59594,0.014,0.11,20.533,3.755
2024-01-01 09:00:00,0.035,0.006,38053.32439,17540.04152,0.003,0.021,18.672,3.758
2024-01-01 10:00:00,0.038,0.0,42214.98161,18329.23422,0.0,0.0,17.263,3.838
2024-01-01 11:00:00,0.037,0.0,45595.28436,18794.43073,0.0,0.0,16.804,3.794
2024-01-01 12:00:00,0.035,0.0,45168.73599,18239.47428,0.0,0.0,16.377,3.741
2024-01-01 13:00:00,0.036,0.0,43397.78796,17649.43777,0.0,0.0,16.027,3.788
2024-01-01 14:00:00,0.041,0.0,43530.46906,17848.76089,0.0,0.0,15.691,3.911
2024-01-01 15:00:00,0.047,0.0,43530.54301,18329.53971,0.0,0.0,15.4,4.046
2024-01-01 16:00:00,0.055,0.0,44490.85131,18743.43432,0.0,0.0,15.165,4.22
2024-01-01 17:00:00,0.061,0.0,47356.82554,19878.00648,0.0,0.0,14.829,4.354
2024-01-01 18:00:00,0.066,0.0,50395.42744,20917.02975,0.0,0.0,14.402,4.461
2024-01-01 19:00:00,0.069,0.0,53512.29641,21848.35616,0.0,0.0,13.995,4.517
2024-01-01 20:00:00,0.081,0.0,51216.46691,21263.11283,0.0,0.0,13.581,4.723
2024-01-01 21:00:00,0.093,0.0,50538.63635,20208.25219,0.0,0.0,13.241,4.93
2024-01-01 22:00:00,0.093,0.0,48877.63885,19386.5027,0.0,0.0,13.142,4.926
2024-01-01 23:00:00,0.08,0.016,45190.42109,17659.46442,0.007,0.03,13.951,4.705
2024-01-02 00:00:00,0.045,0.14,55408.24543,16382.32096,0.042,0.13,16.146,4.007
2024-01-02 01:00:00,0.057,0.274,51437.52542,15249.24486,0.099,0.224,18.541,4.261
2024-01-02 02:00:00,0.06,0.364,48067.27779,14685.72825,0.139,0.292,20.53,4.336
2024-01-02 03:00:00,0.056,0.452,45505.82345,13794.9309,0.213,0.331,21.963,4.241
2024-01-02 04:00:00,0.052,0.517,42047.62778,13214.91112,0.302,0.331,23.276,4.167
2024-01-02 05:00:00,0.053,0.545,40425.02055,12930.99546,0.383,0.292,24.306,4.193
2024-01-02 06:00:00,0.053,0.437,39719.50561,13433.58851,0.256,0.275,24.561,4.194
2024-01-02 07:00:00,0.04,0.247,41001.95866,14904.71555,0.083,0.217,24.055,3.875
2024-01-02 08:00:00,0.019,0.093,50268.58272,15916.22704,0.019,0.107,22.998,3.255
2024-01-02 09:00:00,0.01,0.002,66226.13991,18690.48328,0.002,0.016,21.039,2.842
2024-01-02 10:00:00,0.011,0.0,71182.63313,20191.7964,0.0,0.0,19.932,2.875
2024-01-02 11:00:00,0.061,0.0,74321.22729,21196.77088,0.0,0.0,18.854,4.36
2024-01-02 12:00:00,0.172,0.0,66741.29038,20246.60309,0.0,0.0,17.784,5.982
2024-01-02 13:00:00,0.352,0.0,64799.88689,20117.93832,0.0,0.0,16.325,7.695
2024-01-02 14:00:00,0.608,0.0,74082.41925,20813.3729,0.0,0.0,14.666,9.714
2024-01-02 15:00:00,0.674,0.0,76065.66214,21612.82395,0.0,0.0,13.327,10.288
2024-01-02 16:00:00,0.572,0.0,75972.66945,21513.88501,0.0,0.0,12.679,9.415
2024-01-02 17:00:00,0.477,0.0,74521.04337,21969.73591,0.0,0.0,12.466,8.673
2024-01-02 18:00:00,0.374,0.0,64509.3948,20927.24765,0.0,0.0,12.221,7.865
2024-01-02 19:00:00,0.398,0.0,64738.89288,20042.46437,0.0,0.0,11.872,8.061
2024-01-02 20:00:00,0.385,0.0,65850.86353,21303.17496,0.0,0.0,11.362,7.961
2024-01-02 21:00:00,0.398,0.0,65402.90867,21497.17658,0.0,0.0,10.928,8.05
2024-01-02 22:00:00,0.448,0.0,64549.90814,21479.83834,0.0,0.0,10.673,8.441
2024-01-02 23:00:00,0.454,0.025,62355.99885,19974.24403,0.015,0.032,10.792,8.49
2024-01-03 00:00:00,0.659,0.199,61185.59707,16546.90897,0.102,0.13,12.347,10.148
2024-01-03 01:00:00,0.743,0.4,57987.04825,15314.14772,0.273,0.188,14.44,10.96
2024-01-03 02:00:00,0.727,0.549,55272.20018,14701.05434,0.439,0.213,16.74,10.796
2024-01-03 03:00:00,0.705,0.648,53208.86236,13731.88692,0.583,0.213,18.594,10.576
2024-01-03 04:00:00,0.638,0.681,50423.16917,13100.83847,0.641,0.209,19.96,9.974
2024-01-03 05:00:00,0.589,0.642,49116.10436,12791.94463,0.589,0.209,20.842,9.559
2024-01-03 06:00:00,0.586,0.534,48547.78829,13338.75453,0.439,0.208,21.06,9.535
2024-01-03 07:00:00,0.582,0.39,49580.84745,14939.3076,0.284,0.179,20.652,9.503
2024-01-03 08:00:00,0.575,0.178,57045.4255,16039.80929,0.093,0.124,19.457,9.444
2024-01-03 09:00:00,0.591,0.015,69899.77574,19058.13754,0.013,0.023,17.233,9.575
2024-01-03 10:00:00,0.636,0.0,73892.39811,20691.53237,0.0,0.0,15.112,9.949
2024-01-03 11:00:00,0.605,0.0,76420.6415,21784.92196,0.0,0.0,13.586,9.687
2024-01-03 12:00:00,0.55,0.0,70314.74681,20751.16081,0.0,0.0,12.291,9.243
2024-01-03 13:00:00,0.454,0.0,68750.88085,20611.17645,0.0,0.0,11.058,8.49
2024-01-03 14:00:00,0.417,0.0,76228.27357,21367.7936,0.0,0.0,10.354,8.213
2024-01-03 15:00:00,0.386,0.0,77825.84258,22237.57832,0.0,0.0,9.852,7.965
2024-01-03 16:00:00,0.375,0.0,77750.93383,22129.93498,0.0,0.0,9.134,7.88
2024-01-03 17:00:00,0.38,0.0,76581.60009,22625.89048,0.0,0.0,8.576,7.916
2024-01-03 18:00:00,0.363,0.0,68516.87968,21491.68676,0.0,0.0,8.034,7.775
2024-01-03 19:00:00,0.324,0.0,68701.74812,20529.06249,0.0,0.0,7.47,7.455
2024-01-03 20:00:00,0.281,0.0,69597.47796,21900.68719,0.0,0.0,6.976,7.083
2024-01-03 21:00:00,0.264,0.0,69236.63522,22111.75658,0.0,0.0,6.627,6.933
2024-01-03 22:00:00,0.254,0.0,68549.51454,22092.89297,0.0,0.0,6.356,6.84
2024-01-03 23:00:00,0.203,0.047,66782.24665,20454.8403,0.037,0.032,6.645,6.331
2024-01-04 00:00:00,0.092,0.268,62719.91003,16999.10317,0.185,0.116,8.787,4.909
2024-01-04 01:00:00,0.137,0.467,59562.34971,15686.99393,0.382,0.156,12.965,5.561
2024-01-04 02:00:00,0.088,0.602,56882.29165,15034.43814,0.547,0.176,16.603,4.853
2024-01-04 03:00:00,0.014,0.676,54845.39493,14002.88922,0.648,0.189,18.702,3.049
2024-01-04 04:00:00,0.0,0.696,52095.39961,13331.22267,0.681,0.193,20.141,1.691
2024-01-04 05:00:00,0.0,0.662,50805.08446,13002.44655,0.639,0.189,21.109,0.9
2024-01-04 06:00:00,0.0,0.567,50244.0512,13584.45246,0.513,0.182,21.594,0.627
2024-01-04 07:00:00,0.0,0.42,51263.872,15288.02682,0.342,0.16,21.522,0.745
2024-01-04 08:00:00,0.0,0.217,58632.79359,16459.36348,0.146,0.115,20.78,0.881
2024-01-04 09:00:00,0.0,0.027,71322.41895,19671.96964,0.026,0.024,18.886,1.079
2024-01-04 10:00:00,0.002,0.0,75263.87699,21410.49968,0.0,0.0,17.246,2.131
2024-01-04 11:00:00,0.017,0.0,77759.72166,22574.26645,0.0,0.0,15.924,3.188
2024-01-04 12:00:00,0.053,0.0,71732.07229,21473.96617,0.0,0.0,14.909,4.184
2024-01-04 13:00:00,0.081,0.0,70188.24683,21324.97156,0.0,0.0,14.084,4.735
2024-01-04 14:00:00,0.068,0.0,77569.81887,22130.28918,0.0,0.0,13.612,4.499
2024-01-04 15:00:00,0.045,0.0,79146.91548,23056.05852,0.0,0.0,13.165,4.013
2024-01-04 16:00:00,0.025,0.0,79072.96667,22941.4866,0.0,0.0,13.011,3.449
2024-01-04 17:00:00,0.01,0.0,77918.61761,23469.36481,0.0,0.0,13.107,2.823
2024-01-04 18:00:00,0.006,0.0,69957.24432,22262.15686,0.0,0.0,13.065,2.593
2024-01-04 19:00:00,0.021,0.0,70139.74372,21237.57225,0.0,0.0,12.711,3.317
2024-01-04 20:00:00,0.045,0.0,71023.99503,22697.48304,0.0,0.0,12.251,3.998
2024-01-04 21:00:00,0.056,0.0,70667.77639,22922.13813,0.0,0.0,11.964,4.247
2024-01-04 22:00:00,0.059,0.0,69989.46097,22902.06034,0.0,0.0,11.964,4.319
2024-01-04 23:00:00,0.059,0.014,68244.84012,21158.57267,0.008,0.026,12.677,4.302
2024-01-05 00:00:00,0.024,0.131,63721.56786,17456.55335,0.038,0.124,14.541,3.427
2024-01-05 01:00:00,0.008,0.284,60407.81245,16113.72618,0.114,0.218,17.438,2.733
2024-01-05 02:00:00,0.002,0.441,57595.17992,15445.89334,0.254,0.271,19.969,2.146
2024-01-05 03:00:00,0.0,0.561,55457.52399,14390.19472,0.413,0.275,21.976,1.424
2024-01-05 04:00:00,0.0,0.632,52571.49461,13702.80371,0.547,0.248,23.507,1.143
2024-01-05 05:00:00,0.0,0.614,51217.35142,13366.33058,0.542,0.232,24.528,1.547
2024-01-05 06:00:00,0.001,0.531,50628.56552,13961.96189,0.444,0.214,25.019,1.876
2024-01-05 07:00:00,0.001,0.371,51698.83381,15705.41881,0.258,0.191,24.893,2.046
2024-01-05 08:00:00,0.001,0.156,59432.27397,16904.17776,0.069,0.127,24.08,2.058
2024-01-05 09:00:00,0.002,0.015,72749.61724,20191.99458,0.012,0.024,21.984,2.147
2024-01-05 10:00:00,0.007,0.0,76886.04745,21971.22553,0.0,0.0,20.442,2.657
2024-01-05 11:00:00,0.021,0.0,79505.35411,23162.23737,0.0,0.0,19.31,3.334
2024-01-05 12:00:00,0.031,0.0,73179.5349,22036.17784,0.0,0.0,18.31,3.648
2024-01-05 13:00:00,0.027,0.0,71559.341,21883.69511,0.0,0.0,17.566,3.508
2024-01-05 14:00:00,0.013,0.0,79306.05739,22707.8661,0.0,0.0,16.959,3.013
2024-01-05 15:00:00,0.004,0.0,80961.16827,23655.30872,0.0,0.0,16.544,2.386
2024-01-05 16:00:00,0.001,0.0,80883.56143,23538.05455,0.0,0.0,16.219,1.901
2024-01-05 17:00:00,0.0,0.0,79672.11017,24078.29097,0.0,0.0,15.831,1.633
2024-01-05 18:00:00,0.002,0.0,71316.91148,22842.82094,0.0,0.0,15.033,2.223
2024-01-05 19:00:00,0.014,0.0,71508.43859,21794.24968,0.0,0.0,14.244,3.039
2024-01-05 20:00:00,0.031,0.0,72436.43118,23288.33859,0.0,0.0,13.511,3.638
2024-01-05 21:00:00,0.044,0.0,72062.59146,23518.25311,0.0,0.0,12.939,3.983
2024-01-05 22:00:00,0.06,0.0,71350.7218,23497.70528,0.0,0.0,12.467,4.331
2024-01-05 23:00:00,0.078,0.035,69519.79977,21713.40063,0.024,0.033,13.163,4.678
2024-01-06 00:00:00,0.034,0.224,78387.80012,17707.39911,0.131,0.131,15.82,3.73
2024-01-06 01:00:00,0.015,0.411,72802.93859,16391.93003,0.299,0.187,19.526,3.08
2024-01-06 02:00:00,0.005,0.543,66943.93208,15293.67287,0.448,0.217,22.417,2.473
2024-01-06 03:00:00,0.001,0.608,62125.13559,14364.95922,0.523,0.24,24.177,1.997
2024-01-06 04:00:00,0.0,0.624,57453.87344,14086.55935,0.542,0.249,25.321,1.628
2024-01-06 05:00:00,0.0,0.581,54850.10177,13634.14693,0.48,0.251,25.906,1.657
2024-01-06 06:00:00,0.002,0.483,53253.80964,14673.11123,0.355,0.24,25.9,2.13
2024-01-06 07:00:00,0.009,0.324,53734.87891,17288.01856,0.186,0.207,25.318,2.772
2024-01-06 08:00:00,0.03,0.113,50906.28446,17688.67397,0.032,0.116,24.087,3.6
2024-01-06 09:00:00,0.112,0.008,53669.10391,19201.33614,0.006,0.021,21.631,5.215
2024-01-06 10:00:00,0.267,0.0,59716.67304,20179.48868,0.0,0.0,19.674,6.955
2024-01-06 11:00:00,0.347,0.0,64628.80624,20756.06922,0.0,0.0,18.606,7.645
2024-01-06 12:00:00,0.331,0.0,64008.96163,20068.23714,0.0,0.0,17.519,7.521
2024-01-06 13:00:00,0.3,0.0,61435.48427,19336.92561,0.0,0.0,16.687,7.25
2024-01-06 14:00:00,0.278,0.0,61628.29163,19583.97354,0.0,0.0,16.17,7.059
2024-01-06 15:00:00,0.26,0.0,61628.39909,20179.86732,0.0,0.0,15.67,6.897
2024-01-06 16:00:00,0.253,0.0,63023.88423,20692.86252,0.0,0.0,15.201,6.827
2024-01-06 17:00:00,0.26,0.0,67188.61391,22099.09023,0.0,0.0,14.727,6.894
2024-01-06 18:00:00,0.277,0.0,71604.19982,23386.89135,0.0,0.0,14.181,7.049
2024-01-06 19:00:00,0.281,0.0,76133.52062,24541.20929,0.0,0.0,13.71,7.077
2024-01-06 20:00:00,0.269,0.0,72797.30457,23815.83861,0.0,0.0,13.344,6.98
2024-01-06 21:00:00,0.246,0.0,71812.30582,22508.4081,0.0,0.0,13.166,6.759
2024-01-06 22:00:00,0.214,0.0,69398.60457,21489.90356,0.0,0.0,13.137,6.438
2024-01-06 23:00:00,0.168,0.022,64040.47364,19349.35299,0.013,0.031,13.519,5.944
2024-01-07 00:00:00,0.101,0.182,74327.11837,17967.42786,0.083,0.134,15.451,5.053
2024-01-07 01:00:00,0.141,0.403,69372.37599,16619.5606,0.285,0.19,19.002,5.614
2024-01-07 02:00:00,0.095,0.552,64174.41939,15494.2549,0.466,0.21,22.055,4.963
2024-01-07 03:00:00,0.042,0.609,59899.3098,14542.66833,0.526,0.238,23.857,3.936
2024-01-07 04:00:00,0.014,0.631,55755.08878,14257.41186,0.558,0.242,25.04,3.048
2024-01-07 05:00:00,0.003,0.595,53445.09098,13793.85716,0.511,0.24,25.773,2.362
2024-01-07 06:00:00,0.001,0.496,52028.90256,14858.4097,0.383,0.231,25.985,2.044
2024-01-07 07:00:00,0.002,0.353,52455.69457,17537.71855,0.233,0.196,25.714,2.171
2024-01-07 08:00:00,0.007,0.164,49946.23991,17948.24155,0.079,0.127,24.768,2.663
2024-01-07 09:00:00,0.039,0.014,52397.34072,19498.15847,0.011,0.023,21.989,3.857
2024-01-07 10:00:00,0.1,0.0,57762.58512,20500.40155,0.0,0.0,20.056,5.028
2024-01-07 11:00:00,0.131,0.0,62120.5006,21091.18246,0.0,0.0,19.093,5.494
2024-01-07 12:00:00,0.13,0.0,61570.59075,20386.41003,0.0,0.0,18.075,5.46
2024-01-07 13:00:00,0.107,0.0,59287.46927,19637.08732,0.0,0.0,17.112,5.147
2024-01-07 14:00:00,0.076,0.0,59458.52289,19890.2197,0.0,0.0,16.313,4.63
2024-01-07 15:00:00,0.063,0.0,59458.61823,20500.78951,0.0,0.0,15.666,4.376
2024-01-07 16:00:00,0.066,0.0,60696.65597,21026.41906,0.0,0.0,15.162,4.459
2024-01-07 17:00:00,0.079,0.0,64391.49468,22467.2802,0.0,0.0,14.722,4.694
2024-01-07 18:00:00,0.104,0.0,68308.88646,23786.79807,0.0,0.0,14.351,5.108
2024-01-07 19:00:00,0.12,0.0,72327.18084,24969.54525,0.0,0.0,14.051,5.343
2024-01-07 20:00:00,0.139,0.0,69367.37763,24226.3097,0.0,0.0,13.797,5.578
2024-01-07 21:00:00,0.165,0.0,68493.51263,22886.679,0.0,0.0,13.615,5.908
2024-01-07 22:00:00,0.176,0.0,66352.14031,21843.09011,0.0,0.0,13.45,6.032
2024-01-07 23:00:00,0.161,0.023,61598.54737,19649.82077,0.014,0.031,14.067,5.867
2024-01-08 00:00:00,0.112,0.183,60225.8428,18241.18802,0.081,0.138,16.29,5.219
2024-01-08 01:00:00,0.096,0.367,56982.94596,16785.57378,0.221,0.211,18.943,4.977
2024-01-08 02:00:00,0.035,0.495,54230.45641,16061.64817,0.343,0.254,21.371,3.752
2024-01-08 03:00:00,0.01,0.573,52138.51033,14917.27905,0.435,0.274,23.255,2.822
2024-01-08 04:00:00,0.008,0.601,49314.19339,14172.15252,0.479,0.276,24.621,2.729
2024-01-08 05:00:00,0.018,0.551,47989.00606,13807.41826,0.406,0.281,25.273,3.203
2024-01-08 06:00:00,0.033,0.46,47412.81027,14453.07798,0.303,0.261,25.307,3.693
2024-01-08 07:00:00,0.044,0.301,48460.19284,16342.97176,0.147,0.217,24.734,3.968
2024-01-08 08:00:00,0.045,0.103,56028.26758,17642.41716,0.024,0.113,23.544,4.008
2024-01-08 09:00:00,0.055,0.004,69060.84391,21206.38511,0.003,0.018,21.464,4.225
2024-01-08 10:00:00,0.085,0.0,73108.82415,23135.05765,0.0,0.0,20.117,4.79
2024-01-08 11:00:00,0.111,0.0,75672.12174,24426.10525,0.0,0.0,19.504,5.214
2024-01-08 12:00:00,0.111,0.0,69481.56857,23205.46545,0.0,0.0,18.951,5.214
2024-01-08 13:00:00,0.086,0.0,67896.01954,23040.17535,0.0,0.0,18.431,4.797
2024-01-08 14:00:00,0.059,0.0,75477.08663,23933.57032,0.0,0.0,17.972,4.307
2024-01-08 15:00:00,0.046,0.0,77096.80599,24960.59077,0.0,0.0,17.59,4.02
2024-01-08 16:00:00,0.036,0.0,77020.85863,24833.48816,0.0,0.0,17.221,3.777
2024-01-08 17:00:00,0.019,0.0,75835.31203,25419.10025,0.0,0.0,16.836,3.245
2024-01-08 18:00:00,0.007,0.0,67658.77394,24079.86032,0.0,0.0,16.621,2.676
2024-01-08 19:00:00,0.002,0.0,67846.20559,22943.2172,0.0,0.0,16.585,2.075
2024-01-08 20:00:00,0.0,0.0,68754.35476,24562.798,0.0,0.0,16.559,1.716
2024-01-08 21:00:00,0.001,0.0,68388.50892,24812.02355,0.0,0.0,16.241,1.893
2024-01-08 22:00:00,0.005,0.0,67691.86129,24789.74986,0.0,0.0,15.746,2.512
2024-01-08 23:00:00,0.014,0.022,65900.09015,22855.57746,0.012,0.032,15.925,3.06
2024-01-09 00:00:00,0.011,0.165,63843.09371,18260.79229,0.055,0.145,17.54,2.889
2024-01-09 01:00:00,0.001,0.32,59876.21066,16757.42995,0.136,0.241,19.563,2.043
2024-01-09 02:00:00,0.0,0.432,56509.21976,16009.75762,0.21,0.306,21.578,1.568
2024-01-09 03:00:00,0.003,0.47,53950.24059,14827.85009,0.218,0.352,22.916,2.348
2024-01-09 04:00:00,0.01,0.409,50495.38663,14058.28139,0.128,0.365,23.336,2.87
2024-01-09 05:00:00,0.041,0.242,48874.34736,13681.58286,0.027,0.265,22.613,3.904
2024-01-09 06:00:00,0.118,0.133,48169.51417,14348.42196,0.008,0.161,21.388,5.298
2024-01-09 07:00:00,0.197,0.067,49450.72796,16300.30939,0.003,0.093,20.245,6.271
2024-01-09 08:00:00,0.19,0.032,58708.39753,17642.38012,0.002,0.054,19.477,6.196
2024-01-09 09:00:00,0.114,0.0,74650.53467,21323.25587,0.001,0.013,18.608,5.245
2024-01-09 10:00:00,0.071,0.0,79602.23835,23315.1941,0.0,0.0,17.702,4.555
2024-01-09 11:00:00,0.051,0.0,82737.79964,24648.59156,0.0,0.0,17.291,4.127
2024-01-09 12:00:00,0.05,0.0,75165.18735,23387.91147,0.0,0.0,16.828,4.12
2024-01-09 13:00:00,0.086,0.0,73225.65986,23217.19941,0.0,0.0,16.474,4.812
2024-01-09 14:00:00,0.17,0.0,82499.22236,24139.90015,0.0,0.0,16.31,5.959
2024-01-09 15:00:00,0.247,0.0,84480.54881,25200.60966,0.0,0.0,16.197,6.767
2024-01-09 16:00:00,0.285,0.0,84387.64598,25069.33774,0.0,0.0,15.965,7.116
2024-01-09 17:00:00,0.329,0.0,82937.42263,25674.15949,0.0,0.0,15.747,7.489
2024-01-09 18:00:00,0.361,0.0,72935.44848,24290.98886,0.0,0.0,15.543,7.758
2024-01-09 19:00:00,0.398,0.0,73164.72479,23117.06077,0.0,0.0,15.283,8.052
2024-01-09 20:00:00,0.423,0.0,74275.62092,24789.7682,0.0,0.0,14.966,8.254
2024-01-09 21:00:00,0.437,0.0,73828.09893,25047.16903,0.0,0.0,14.617,8.364
2024-01-09 22:00:00,0.462,0.0,72975.92267,25024.16471,0.0,0.0,14.267,8.551
2024-01-09 23:00:00,0.413,0.026,70784.13339,23026.54621,0.013,0.035,14.312,8.169
2024-01-10 00:00:00,0.487,0.212,65940.51132,18389.52005,0.119,0.132,15.941,8.752
2024-01-10 01:00:00,0.593,0.414,62253.71385,16876.90941,0.304,0.183,18.155,9.585
2024-01-10 02:00:00,0.527,0.574,59124.45257,16124.63759,0.505,0.195,20.387,9.068
2024-01-10 03:00:00,0.411,0.65,56746.15257,14935.45926,0.608,0.207,22.164,8.164
2024-01-10 04:00:00,0.309,0.672,53535.23188,14161.15638,0.643,0.21,23.464,7.326
2024-01-10 05:00:00,0.242,0.64,52028.64764,13782.14048,0.603,0.206,24.192,6.721
2024-01-10 06:00:00,0.211,0.55,51373.57987,14453.08182,0.485,0.196,24.316,6.414
2024-01-10 07:00:00,0.212,0.407,52564.33233,16416.97676,0.321,0.17,23.847,6.425
2024-01-10 08:00:00,0.244,0.21,61168.35529,17767.30357,0.135,0.121,22.659,6.735
2024-01-10 09:00:00,0.352,0.028,75984.88258,21470.82314,0.026,0.026,19.805,7.689
2024-01-10 10:00:00,0.524,0.0,80586.96648,23475.01527,0.0,0.0,17.603,9.039
2024-01-10 11:00:00,0.549,0.0,83501.13846,24816.61545,0.0,0.0,16.766,9.236
2024-01-10 12:00:00,0.467,0.0,76463.19771,23548.17998,0.0,0.0,15.702,8.596
2024-01-10 13:00:00,0.413,0.0,74660.61242,23376.41774,0.0,0.0,14.786,8.168
2024-01-10 14:00:00,0.365,0.0,83279.40616,24304.7947,0.0,0.0,14.033,7.794
2024-01-10 15:00:00,0.312,0.0,85120.83916,25372.02943,0.0,0.0,13.476,7.36
2024-01-10 16:00:00,0.275,0.0,85034.49582,25239.94996,0.0,0.0,12.99,7.034
2024-01-10 17:00:00,0.264,0.0,83686.66688,25848.49242,0.0,0.0,12.495,6.92
2024-01-10 18:00:00,0.263,0.0,74390.89168,24456.81288,0.0,0.0,12.062,6.919
2024-01-10 19:00:00,0.268,0.0,74603.97972,23275.66307,0.0,0.0,11.584,6.972
2024-01-10 20:00:00,0.261,0.0,75636.43997,24958.66058,0.0,0.0,11.259,6.902
2024-01-10 21:00:00,0.237,0.0,75220.5157,25217.64487,0.0,0.0,11.156,6.678
2024-01-10 22:00:00,0.219,0.0,74428.50816,25194.49903,0.0,0.0,10.872,6.5
2024-01-10 23:00:00,0.184,0.038,72391.47226,23184.59169,0.026,0.034,11.094,6.135
2024-01-11 00:00:00,0.106,0.228,65426.60361,18437.64621,0.134,0.131,13.157,5.129
2024-01-11 01:00:00,0.096,0.431,62009.12837,16995.89901,0.325,0.178,16.753,4.98
2024-01-11 02:00:00,0.018,0.568,59108.46103,16278.86994,0.489,0.201,20.067,3.193
2024-01-11 03:00:00,0.0,0.652,56903.89693,15145.40275,0.609,0.208,21.937,1.535
2024-01-11 04:00:00,0.0,0.671,53927.53544,14407.37475,0.638,0.214,23.111,0.907
2024-01-11 05:00:00,0.0,0.633,52531.00786,14046.11515,0.585,0.213,23.896,0.895
2024-01-11 06:00:00,0.0,0.542,51923.79309,14685.62394,0.467,0.203,24.244,1.055
2024-01-11 07:00:00,0.0,0.395,53027.56055,16557.51348,0.3,0.178,24.053,1.305
2024-01-11 08:00:00,0.0,0.202,61003.05573,17844.5796,0.123,0.124,23.245,1.481
2024-01-11 09:00:00,0.001,0.025,74737.22901,21374.59508,0.022,0.026,21.055,1.893
2024-01-11 10:00:00,0.014,0.0,79003.1286,23284.89395,0.0,0.0,19.003,3.063
2024-01-11 11:00:00,0.056,0.0,81704.419,24563.64227,0.0,0.0,17.608,4.242
2024-01-11 12:00:00,0.09,0.0,75180.603,23354.63101,0.0,0.0,16.436,4.874
2024-01-11 13:00:00,0.113,0.0,73509.69738,23190.91556,0.0,0.0,15.407,5.23
2024-01-11 14:00:00,0.138,0.0,81498.88434,24075.79951,0.0,0.0,14.487,5.574
2024-01-11 15:00:00,0.142,0.0,83205.79983,25093.03597,0.0,0.0,13.763,5.632
2024-01-11 16:00:00,0.132,0.0,83125.76391,24967.14421,0.0,0.0,13.459,5.497
2024-01-11 17:00:00,0.131,0.0,81876.39449,25547.17742,0.0,0.0,13.227,5.481
2024-01-11 18:00:00,0.139,0.0,73259.67987,24220.69588,0.0,0.0,12.984,5.588
2024-01-11 19:00:00,0.143,0.0,73457.20173,23094.88109,0.0,0.0,12.721,5.648
2024-01-11 20:00:00,0.136,0.0,74414.24029,24699.0328,0.0,0.0,12.425,5.548
2024-01-11 21:00:00,0.132,0.0,74028.69947,24945.88408,0.0,0.0,12.204,5.498
2024-01-11 22:00:00,0.139,0.0,73294.54844,24923.82259,0.0,0.0,11.967,5.582
2024-01-11 23:00:00,0.12,0.031,71406.31894,23008.07626,0.02,0.034,12.519,5.34
2024-01-12 00:00:00,0.042,0.198,65059.61871,18438.70642,0.098,0.136,14.452,3.929
2024-01-12 01:00:00,0.044,0.4,61729.05515,17062.87004,0.275,0.194,18.313,3.988
2024-01-12 02:00:00,0.037,0.556,58902.15628,16378.62063,0.466,0.212,21.098,3.804
2024-01-12 03:00:00,0.021,0.628,56753.65766,15296.97096,0.556,0.229,22.791,3.323
2024-01-12 04:00:00,0.009,0.647,53852.98966,14592.6826,0.585,0.235,24.026,2.788
2024-01-12 05:00:00,0.004,0.615,52491.97794,14247.93833,0.546,0.23,24.823,2.441
2024-01-12 06:00:00,0.003,0.533,51900.20558,14858.21137,0.449,0.212,25.102,2.28
2024-01-12 07:00:00,0.003,0.391,52975.90252,16644.52572,0.292,0.183,24.809,2.248
2024-01-12 08:00:00,0.003,0.189,60748.5685,17872.7524,0.106,0.128,23.892,2.314
2024-01-12 09:00:00,0.007,0.023,74133.46047,21241.38991,0.019,0.027,21.494,2.659
2024-01-12 10:00:00,0.012,0.0,78290.87162,23064.35767,0.0,0.0,19.641,2.957
2024-01-12 11:00:00,0.015,0.0,80923.46402,24284.6468,0.0,0.0,18.678,3.105
2024-01-12 12:00:00,0.016,0.0,74565.55877,23130.90663,0.0,0.0,17.82,3.138
2024-01-12 13:00:00,0.018,0.0,72937.14687,22974.67559,0.0,0.0,17.05,3.19
2024-01-12 14:00:00,0.02,0.0,80723.15643,23819.10624,0.0,0.0,16.534,3.292
2024-01-12 15:00:00,0.024,0.0,82386.66241,24789.83878,0.0,0.0,16.069,3.414
2024-01-12 16:00:00,0.031,0.0,82308.66193,24669.70228,0.0,0.0,15.478,3.65
2024-01-12 17:00:00,0.052,0.0,81091.0659,25223.21872,0.0,0.0,14.968,4.151
